Date,Hour,Price (Euro/MWh)
18/01/2023,21,159.21
18/01/2023,22,151.90
18/01/2023,23,151.90
18/01/2023,24,147.80
19/01/2023,1,157.40
19/01/2023,2,153.73
19/01/2023,3,149.78
19/01/2023,4,145.09
19/01/2023,5,148.06
19/01/2023,6,151.10
19/01/2023,7,172.50
19/01/2023,8,190.00
19/01/2023,9,205.38
19/01/2023,10,220.79
19/01/2023,11,206.00
19/01/2023,12,216.93
19/01/2023,13,181.90
19/01/2023,14,176.52
19/01/2023,15,181.21
19/01/2023,16,182.19
19/01/2023,17,199.58
19/01/2023,18,213.26
19/01/2023,19,229.47
19/01/2023,20,221.87
19/01/2023,21,205.00
19/01/2023,22,177.40
19/01/2023,23,179.00
19/01/2023,24,171.37
20/01/2023,1,162.72
20/01/2023,2,158.47
20/01/2023,3,156.25
20/01/2023,4,153.09
20/01/2023,5,154.09
20/01/2023,6,158.64
20/01/2023,7,182.26
20/01/2023,8,208.07
20/01/2023,9,235.06
20/01/2023,10,229.99
20/01/2023,11,210.64
20/01/2023,12,203.46
20/01/2023,13,191.21
20/01/2023,14,184.69
20/01/2023,15,190.00
20/01/2023,16,200.07
20/01/2023,17,204.83
20/01/2023,18,213.80
20/01/2023,19,212.30
20/01/2023,20,207.80
20/01/2023,21,197.95
20/01/2023,22,181.01
20/01/2023,23,178.84
20/01/2023,24,174.99
21/01/2023,1,166.21
21/01/2023,2,165.08
21/01/2023,3,158.47
21/01/2023,4,150.00
21/01/2023,5,145.01
21/01/2023,6,139.35
21/01/2023,7,166.21
21/01/2023,8,173.27
21/01/2023,9,173.27
21/01/2023,10,176.07
21/01/2023,11,176.07
21/01/2023,12,172.13
21/01/2023,13,166.21
21/01/2023,14,165.21
21/01/2023,15,166.21
21/01/2023,16,167.21
21/01/2023,17,172.22
21/01/2023,18,185.72
21/01/2023,19,190.00
21/01/2023,20,190.00
21/01/2023,21,176.07
21/01/2023,22,172.13
21/01/2023,23,170.00
21/01/2023,24,165.04
22/01/2023,1,168.80
22/01/2023,2,162.85
22/01/2023,3,162.76
22/01/2023,4,151.54
22/01/2023,5,151.22
22/01/2023,6,150.12
22/01/2023,7,162.80
22/01/2023,8,183.32
22/01/2023,9,179.80
22/01/2023,10,184.58
22/01/2023,11,184.89
22/01/2023,12,184.89
22/01/2023,13,186.20
22/01/2023,14,184.48
22/01/2023,15,179.02
22/01/2023,16,190.00
22/01/2023,17,193.66
22/01/2023,18,215.72
22/01/2023,19,236.67
22/01/2023,20,240.00
22/01/2023,21,217.51
22/01/2023,22,204.01
22/01/2023,23,190.88
22/01/2023,24,184.00
23/01/2023,1,164.80
23/01/2023,2,164.80
23/01/2023,3,166.20
23/01/2023,4,154.50
23/01/2023,5,151.90
23/01/2023,6,165.90
23/01/2023,7,189.90
23/01/2023,8,225.98
23/01/2023,9,257.87
23/01/2023,10,270.00
23/01/2023,11,249.60
23/01/2023,12,230.01
23/01/2023,13,220.77
23/01/2023,14,218.99
23/01/2023,15,219.53
23/01/2023,16,218.99
23/01/2023,17,224.58
23/01/2023,18,248.90
23/01/2023,19,248.07
23/01/2023,20,223.19
23/01/2023,21,205.00
23/01/2023,22,192.51
23/01/2023,23,190.33
23/01/2023,24,180.32
24/01/2023,1,174.52
24/01/2023,2,162.84
24/01/2023,3,161.56
24/01/2023,4,161.93
24/01/2023,5,162.12
24/01/2023,6,171.05
24/01/2023,7,183.61
24/01/2023,8,210.00
24/01/2023,9,251.10
24/01/2023,10,256.43
24/01/2023,11,238.00
24/01/2023,12,227.26
24/01/2023,13,213.51
24/01/2023,14,203.53
24/01/2023,15,215.27
24/01/2023,16,217.97
24/01/2023,17,224.58
24/01/2023,18,250.00
24/01/2023,19,250.00
24/01/2023,20,229.99
24/01/2023,21,214.02
24/01/2023,22,190.53
24/01/2023,23,185.70
24/01/2023,24,178.83
25/01/2023,1,160.04
25/01/2023,2,156.38
25/01/2023,3,154.26
25/01/2023,4,150.86
25/01/2023,5,150.45
25/01/2023,6,160.60
25/01/2023,7,176.65
25/01/2023,8,203.29
25/01/2023,9,225.04
25/01/2023,10,225.00
25/01/2023,11,212.42
25/01/2023,12,200.98
25/01/2023,13,193.20
25/01/2023,14,185.20
25/01/2023,15,192.51
25/01/2023,16,197.30
25/01/2023,17,199.19
25/01/2023,18,207.00
25/01/2023,19,215.19
25/01/2023,20,210.34
25/01/2023,21,192.28
25/01/2023,22,180.07
25/01/2023,23,175.61
25/01/2023,24,167.00
26/01/2023,1,154.70
26/01/2023,2,148.57
26/01/2023,3,143.19
26/01/2023,4,143.19
26/01/2023,5,142.80
26/01/2023,6,149.99
26/01/2023,7,166.85
26/01/2023,8,186.83
26/01/2023,9,198.95
26/01/2023,10,205.51
26/01/2023,11,198.75
26/01/2023,12,205.43
26/01/2023,13,184.93
26/01/2023,14,176.83
26/01/2023,15,177.60
26/01/2023,16,175.08
26/01/2023,17,178.99
26/01/2023,18,186.20
26/01/2023,19,197.96
26/01/2023,20,193.70
26/01/2023,21,178.36
26/01/2023,22,170.00
26/01/2023,23,166.85
26/01/2023,24,159.84
27/01/2023,1,150.39
27/01/2023,2,143.78
27/01/2023,3,137.00
27/01/2023,4,131.14
27/01/2023,5,130.55
27/01/2023,6,137.45
27/01/2023,7,160.85
27/01/2023,8,176.10
27/01/2023,9,195.00
27/01/2023,10,199.19
27/01/2023,11,195.00
27/01/2023,12,190.00
27/01/2023,13,183.06
27/01/2023,14,180.00
27/01/2023,15,181.50
27/01/2023,16,185.00
27/01/2023,17,188.00
27/01/2023,18,198.05
27/01/2023,19,200.70
27/01/2023,20,193.70
27/01/2023,21,182.09
27/01/2023,22,174.56
27/01/2023,23,169.99
27/01/2023,24,158.10
28/01/2023,1,160.38
28/01/2023,2,151.10
28/01/2023,3,149.80
28/01/2023,4,149.80
28/01/2023,5,143.00
28/01/2023,6,149.80
28/01/2023,7,157.97
28/01/2023,8,160.50
28/01/2023,9,161.52
28/01/2023,10,172.10
28/01/2023,11,161.52
28/01/2023,12,159.74
28/01/2023,13,153.65
28/01/2023,14,145.35
28/01/2023,15,149.80
28/01/2023,16,159.81
28/01/2023,17,160.90
28/01/2023,18,179.97
28/01/2023,19,220.00
28/01/2023,20,220.00
28/01/2023,21,199.99
28/01/2023,22,160.50
28/01/2023,23,156.47
28/01/2023,24,149.80
29/01/2023,1,162.01
29/01/2023,2,155.80
29/01/2023,3,150.00
29/01/2023,4,136.40
29/01/2023,5,132.11
29/01/2023,6,131.89
29/01/2023,7,134.72
29/01/2023,8,150.07
29/01/2023,9,148.90
29/01/2023,10,159.66
29/01/2023,11,157.50
29/01/2023,12,154.58
29/01/2023,13,140.20
29/01/2023,14,116.50
29/01/2023,15,123.59
29/01/2023,16,148.00
29/01/2023,17,162.17
29/01/2023,18,174.91
29/01/2023,19,200.00
29/01/2023,20,215.92
29/01/2023,21,211.00
29/01/2023,22,179.02
29/01/2023,23,168.00
29/01/2023,24,155.88
30/01/2023,1,152.08
30/01/2023,2,148.58
30/01/2023,3,152.04
30/01/2023,4,150.86
30/01/2023,5,152.03
30/01/2023,6,156.87
30/01/2023,7,176.15
30/01/2023,8,213.05
30/01/2023,9,208.90
30/01/2023,10,215.00
30/01/2023,11,181.64
30/01/2023,12,181.42
30/01/2023,13,169.61
30/01/2023,14,170.00
30/01/2023,15,171.93
30/01/2023,16,178.89
30/01/2023,17,189.86
30/01/2023,18,205.49
30/01/2023,19,224.39
30/01/2023,20,220.00
30/01/2023,21,187.84
30/01/2023,22,172.85
30/01/2023,23,169.11
30/01/2023,24,159.09
31/01/2023,1,160.22
31/01/2023,2,152.82
31/01/2023,3,148.34
31/01/2023,4,134.96
31/01/2023,5,120.87
31/01/2023,6,136.40
31/01/2023,7,161.06
31/01/2023,8,177.32
31/01/2023,9,186.92
31/01/2023,10,188.10
31/01/2023,11,176.91
31/01/2023,12,166.99
31/01/2023,13,152.89
31/01/2023,14,150.00
31/01/2023,15,156.27
31/01/2023,16,162.15
31/01/2023,17,172.27
31/01/2023,18,200.52
31/01/2023,19,196.00
31/01/2023,20,191.91
31/01/2023,21,176.48
31/01/2023,22,166.50
31/01/2023,23,164.18
31/01/2023,24,156.30
01/02/2023,1,149.00
01/02/2023,2,135.28
01/02/2023,3,131.45
01/02/2023,4,135.00
01/02/2023,5,135.00
01/02/2023,6,147.70
01/02/2023,7,164.27
01/02/2023,8,181.70
01/02/2023,9,202.00
01/02/2023,10,180.70
01/02/2023,11,167.99
01/02/2023,12,166.34
01/02/2023,13,154.99
01/02/2023,14,153.15
01/02/2023,15,160.46
01/02/2023,16,166.57
01/02/2023,17,171.00
01/02/2023,18,187.19
01/02/2023,19,189.41
01/02/2023,20,189.74
01/02/2023,21,175.02
01/02/2023,22,169.00
01/02/2023,23,163.12
01/02/2023,24,152.30
02/02/2023,1,148.70
02/02/2023,2,140.00
02/02/2023,3,140.06
02/02/2023,4,139.01
02/02/2023,5,140.70
02/02/2023,6,154.05
02/02/2023,7,165.89
02/02/2023,8,210.85
02/02/2023,9,230.00
02/02/2023,10,224.99
02/02/2023,11,171.00
02/02/2023,12,167.21
02/02/2023,13,158.88
02/02/2023,14,159.33
02/02/2023,15,165.17
02/02/2023,16,169.89
02/02/2023,17,209.99
02/02/2023,18,230.00
02/02/2023,19,234.99
02/02/2023,20,230.00
02/02/2023,21,222.00
02/02/2023,22,175.98
02/02/2023,23,165.89
02/02/2023,24,159.33
03/02/2023,1,151.60
03/02/2023,2,150.60
03/02/2023,3,146.26
03/02/2023,4,146.80
03/02/2023,5,147.50
03/02/2023,6,156.50
03/02/2023,7,169.45
03/02/2023,8,186.78
03/02/2023,9,226.50
03/02/2023,10,195.00
03/02/2023,11,172.08
03/02/2023,12,165.66
03/02/2023,13,157.83
03/02/2023,14,157.83
03/02/2023,15,160.95
03/02/2023,16,169.45
03/02/2023,17,175.00
03/02/2023,18,196.48
03/02/2023,19,197.45
03/02/2023,20,185.13
03/02/2023,21,173.06
03/02/2023,22,169.45
03/02/2023,23,160.28
03/02/2023,24,153.00
04/02/2023,1,158.09
04/02/2023,2,155.26
04/02/2023,3,150.00
04/02/2023,4,145.00
04/02/2023,5,140.50
04/02/2023,6,140.50
04/02/2023,7,155.36
04/02/2023,8,160.00
04/02/2023,9,166.07
04/02/2023,10,169.83
04/02/2023,11,164.11
04/02/2023,12,156.39
04/02/2023,13,148.84
04/02/2023,14,133.37
04/02/2023,15,134.09
04/02/2023,16,141.61
04/02/2023,17,155.36
04/02/2023,18,170.29
04/02/2023,19,184.16
04/02/2023,20,191.21
04/02/2023,21,167.81
04/02/2023,22,158.10
04/02/2023,23,152.37
04/02/2023,24,137.30
05/02/2023,1,153.69
05/02/2023,2,147.56
05/02/2023,3,140.00
05/02/2023,4,130.00
05/02/2023,5,128.41
05/02/2023,6,120.00
05/02/2023,7,128.60
05/02/2023,8,148.75
05/02/2023,9,154.81
05/02/2023,10,154.84
05/02/2023,11,141.06
05/02/2023,12,152.50
05/02/2023,13,150.08
05/02/2023,14,140.00
05/02/2023,15,148.89
05/02/2023,16,152.48
05/02/2023,17,157.86
05/02/2023,18,168.27
05/02/2023,19,172.84
05/02/2023,20,176.54
05/02/2023,21,171.90
05/02/2023,22,170.27
05/02/2023,23,160.00
05/02/2023,24,157.00
06/02/2023,1,152.20
06/02/2023,2,145.50
06/02/2023,3,145.34
06/02/2023,4,146.64
06/02/2023,5,140.10
06/02/2023,6,150.66
06/02/2023,7,175.64
06/02/2023,8,200.65
06/02/2023,9,213.39
06/02/2023,10,200.53
06/02/2023,11,185.08
06/02/2023,12,177.84
06/02/2023,13,171.30
06/02/2023,14,171.30
06/02/2023,15,174.30
06/02/2023,16,176.97
06/02/2023,17,184.00
06/02/2023,18,203.22
06/02/2023,19,218.00
06/02/2023,20,217.21
06/02/2023,21,186.21
06/02/2023,22,179.99
06/02/2023,23,174.70
06/02/2023,24,163.10
07/02/2023,1,156.86
07/02/2023,2,148.80
07/02/2023,3,149.50
07/02/2023,4,148.60
07/02/2023,5,150.30
07/02/2023,6,152.60
07/02/2023,7,170.54
07/02/2023,8,198.04
07/02/2023,9,214.12
07/02/2023,10,193.30
07/02/2023,11,174.98
07/02/2023,12,164.00
07/02/2023,13,157.03
07/02/2023,14,158.02
07/02/2023,15,162.52
07/02/2023,16,171.87
07/02/2023,17,189.98
07/02/2023,18,222.26
07/02/2023,19,245.60
07/02/2023,20,229.00
07/02/2023,21,199.03
07/02/2023,22,188.18
07/02/2023,23,173.27
07/02/2023,24,163.02
08/02/2023,1,160.00
08/02/2023,2,155.13
08/02/2023,3,152.80
08/02/2023,4,150.60
08/02/2023,5,151.60
08/02/2023,6,154.05
08/02/2023,7,175.69
08/02/2023,8,196.64
08/02/2023,9,215.90
08/02/2023,10,188.51
08/02/2023,11,171.84
08/02/2023,12,162.60
08/02/2023,13,152.41
08/02/2023,14,152.41
08/02/2023,15,160.89
08/02/2023,16,165.10
08/02/2023,17,171.84
08/02/2023,18,183.99
08/02/2023,19,192.45
08/02/2023,20,193.03
08/02/2023,21,176.29
08/02/2023,22,173.98
08/02/2023,23,169.72
08/02/2023,24,160.97
09/02/2023,1,161.83
09/02/2023,2,159.27
09/02/2023,3,155.91
09/02/2023,4,149.93
09/02/2023,5,146.52
09/02/2023,6,155.82
09/02/2023,7,171.19
09/02/2023,8,186.60
09/02/2023,9,230.00
09/02/2023,10,256.66
09/02/2023,11,203.36
09/02/2023,12,176.20
09/02/2023,13,157.85
09/02/2023,14,155.07
09/02/2023,15,159.40
09/02/2023,16,163.99
09/02/2023,17,169.98
09/02/2023,18,189.16
09/02/2023,19,225.00
09/02/2023,20,237.59
09/02/2023,21,198.03
09/02/2023,22,179.99
09/02/2023,23,174.99
09/02/2023,24,166.61
10/02/2023,1,155.58
10/02/2023,2,154.28
10/02/2023,3,150.00
10/02/2023,4,139.00
10/02/2023,5,138.00
10/02/2023,6,146.98
10/02/2023,7,167.29
10/02/2023,8,186.69
10/02/2023,9,205.00
10/02/2023,10,186.91
10/02/2023,11,168.29
10/02/2023,12,155.29
10/02/2023,13,148.14
10/02/2023,14,148.63
10/02/2023,15,152.63
10/02/2023,16,157.95
10/02/2023,17,180.79
10/02/2023,18,202.22
10/02/2023,19,214.99
10/02/2023,20,214.99
10/02/2023,21,179.95
10/02/2023,22,170.04
10/02/2023,23,167.03
10/02/2023,24,160.93
11/02/2023,1,158.95
11/02/2023,2,154.51
11/02/2023,3,151.87
11/02/2023,4,152.90
11/02/2023,5,154.68
11/02/2023,6,154.76
11/02/2023,7,162.48
11/02/2023,8,180.54
11/02/2023,9,180.85
11/02/2023,10,165.06
11/02/2023,11,155.00
11/02/2023,12,149.91
11/02/2023,13,135.43
11/02/2023,14,130.16
11/02/2023,15,135.10
11/02/2023,16,149.80
11/02/2023,17,162.48
11/02/2023,18,200.33
11/02/2023,19,245.00
11/02/2023,20,270.00
11/02/2023,21,229.99
11/02/2023,22,189.11
11/02/2023,23,163.75
11/02/2023,24,161.43
12/02/2023,1,160.03
12/02/2023,2,154.00
12/02/2023,3,151.93
12/02/2023,4,150.30
12/02/2023,5,150.30
12/02/2023,6,150.13
12/02/2023,7,150.20
12/02/2023,8,150.30
12/02/2023,9,150.12
12/02/2023,10,150.33
12/02/2023,11,145.56
12/02/2023,12,140.07
12/02/2023,13,129.89
12/02/2023,14,120.00
12/02/2023,15,120.00
12/02/2023,16,135.00
12/02/2023,17,150.00
12/02/2023,18,160.03
12/02/2023,19,175.10
12/02/2023,20,189.00
12/02/2023,21,170.00
12/02/2023,22,160.99
12/02/2023,23,157.32
12/02/2023,24,147.57
13/02/2023,1,145.74
13/02/2023,2,145.22
13/02/2023,3,145.96
13/02/2023,4,144.82
13/02/2023,5,144.78
13/02/2023,6,144.92
13/02/2023,7,163.19
13/02/2023,8,196.08
13/02/2023,9,229.99
13/02/2023,10,196.20
13/02/2023,11,173.35
13/02/2023,12,153.49
13/02/2023,13,148.63
13/02/2023,14,149.32
13/02/2023,15,151.43
13/02/2023,16,157.89
13/02/2023,17,169.99
13/02/2023,18,192.02
13/02/2023,19,221.80
13/02/2023,20,206.95
13/02/2023,21,187.86
13/02/2023,22,170.00
13/02/2023,23,160.97
13/02/2023,24,150.12
14/02/2023,1,149.02
14/02/2023,2,144.84
14/02/2023,3,138.30
14/02/2023,4,132.12
14/02/2023,5,133.70
14/02/2023,6,141.93
14/02/2023,7,166.46
14/02/2023,8,199.99
14/02/2023,9,206.98
14/02/2023,10,180.60
14/02/2023,11,164.63
14/02/2023,12,149.57
14/02/2023,13,135.03
14/02/2023,14,136.50
14/02/2023,15,140.35
14/02/2023,16,152.22
14/02/2023,17,165.01
