Date,Hour,Price (Euro/MWh)
13/01/2022,14,214.00
13/01/2022,15,214.88
13/01/2022,16,221.65
13/01/2022,17,243.44
13/01/2022,18,266.30
13/01/2022,19,274.00
13/01/2022,20,262.95
13/01/2022,21,246.27
13/01/2022,22,230.10
13/01/2022,23,217.03
13/01/2022,24,207.99
14/01/2022,1,205.00
14/01/2022,2,199.96
14/01/2022,3,196.42
14/01/2022,4,192.77
14/01/2022,5,192.43
14/01/2022,6,197.60
14/01/2022,7,218.90
14/01/2022,8,259.24
14/01/2022,9,284.66
14/01/2022,10,292.50
14/01/2022,11,274.10
14/01/2022,12,256.54
14/01/2022,13,226.80
14/01/2022,14,217.97
14/01/2022,15,213.01
14/01/2022,16,220.00
14/01/2022,17,238.05
14/01/2022,18,262.00
14/01/2022,19,280.67
14/01/2022,20,269.00
14/01/2022,21,243.07
14/01/2022,22,225.61
14/01/2022,23,216.68
14/01/2022,24,205.00
15/01/2022,1,222.01
15/01/2022,2,214.92
15/01/2022,3,209.61
15/01/2022,4,196.70
15/01/2022,5,193.04
15/01/2022,6,195.05
15/01/2022,7,210.00
15/01/2022,8,217.21
15/01/2022,9,223.76
15/01/2022,10,230.00
15/01/2022,11,222.39
15/01/2022,12,214.92
15/01/2022,13,208.43
15/01/2022,14,200.00
15/01/2022,15,203.09
15/01/2022,16,213.98
15/01/2022,17,226.32
15/01/2022,18,260.00
15/01/2022,19,267.03
15/01/2022,20,261.41
15/01/2022,21,243.62
15/01/2022,22,227.85
15/01/2022,23,222.66
15/01/2022,24,217.00
16/01/2022,1,225.92
16/01/2022,2,216.00
16/01/2022,3,207.62
16/01/2022,4,197.22
16/01/2022,5,186.70
16/01/2022,6,186.60
16/01/2022,7,198.01
16/01/2022,8,200.03
16/01/2022,9,200.00
16/01/2022,10,204.86
16/01/2022,11,204.50
16/01/2022,12,204.43
16/01/2022,13,205.21
16/01/2022,14,195.02
16/01/2022,15,191.90
16/01/2022,16,196.92
16/01/2022,17,213.05
16/01/2022,18,222.87
16/01/2022,19,257.45
16/01/2022,20,265.36
16/01/2022,21,257.13
16/01/2022,22,241.90
16/01/2022,23,228.52
16/01/2022,24,206.00
17/01/2022,1,229.00
17/01/2022,2,211.80
17/01/2022,3,199.82
17/01/2022,4,197.70
17/01/2022,5,200.00
17/01/2022,6,222.78
17/01/2022,7,237.30
17/01/2022,8,258.90
17/01/2022,9,290.00
17/01/2022,10,280.00
17/01/2022,11,273.00
17/01/2022,12,260.89
17/01/2022,13,233.77
17/01/2022,14,250.00
17/01/2022,15,253.64
17/01/2022,16,256.99
17/01/2022,17,264.73
17/01/2022,18,276.49
17/01/2022,19,299.03
17/01/2022,20,288.69
17/01/2022,21,260.00
17/01/2022,22,233.77
17/01/2022,23,230.13
17/01/2022,24,218.85
18/01/2022,1,213.90
18/01/2022,2,203.27
18/01/2022,3,200.48
18/01/2022,4,194.52
18/01/2022,5,193.99
18/01/2022,6,205.00
18/01/2022,7,229.10
18/01/2022,8,274.05
18/01/2022,9,294.40
18/01/2022,10,290.64
18/01/2022,11,275.40
18/01/2022,12,265.10
18/01/2022,13,250.00
18/01/2022,14,244.27
18/01/2022,15,243.02
18/01/2022,16,249.22
18/01/2022,17,260.00
18/01/2022,18,278.00
18/01/2022,19,294.36
18/01/2022,20,278.41
18/01/2022,21,259.29
18/01/2022,22,240.00
18/01/2022,23,225.84
18/01/2022,24,213.54
19/01/2022,1,199.46
19/01/2022,2,197.00
19/01/2022,3,195.00
19/01/2022,4,193.91
19/01/2022,5,188.70
19/01/2022,6,195.36
19/01/2022,7,222.81
19/01/2022,8,283.80
19/01/2022,9,285.36
19/01/2022,10,270.11
19/01/2022,11,272.63
19/01/2022,12,278.02
19/01/2022,13,256.00
19/01/2022,14,240.00
19/01/2022,15,229.39
19/01/2022,16,235.31
19/01/2022,17,250.00
19/01/2022,18,270.00
19/01/2022,19,282.70
19/01/2022,20,273.89
19/01/2022,21,254.21
19/01/2022,22,222.26
19/01/2022,23,208.80
19/01/2022,24,191.09
20/01/2022,1,194.18
20/01/2022,2,185.18
20/01/2022,3,179.53
20/01/2022,4,171.43
20/01/2022,5,168.18
20/01/2022,6,181.50
20/01/2022,7,212.34
20/01/2022,8,257.23
20/01/2022,9,272.90
20/01/2022,10,281.62
20/01/2022,11,269.14
20/01/2022,12,268.78
20/01/2022,13,262.00
20/01/2022,14,242.02
20/01/2022,15,229.00
20/01/2022,16,219.91
20/01/2022,17,229.10
20/01/2022,18,248.51
20/01/2022,19,265.00
20/01/2022,20,265.45
20/01/2022,21,246.10
20/01/2022,22,220.56
20/01/2022,23,206.12
20/01/2022,24,196.80
21/01/2022,1,197.60
21/01/2022,2,187.00
21/01/2022,3,183.14
21/01/2022,4,182.07
21/01/2022,5,182.30
21/01/2022,6,189.52
21/01/2022,7,211.68
21/01/2022,8,253.84
21/01/2022,9,263.75
21/01/2022,10,261.98
21/01/2022,11,242.24
21/01/2022,12,221.87
21/01/2022,13,213.47
21/01/2022,14,195.30
21/01/2022,15,193.08
21/01/2022,16,201.21
21/01/2022,17,220.00
21/01/2022,18,249.43
21/01/2022,19,266.00
21/01/2022,20,260.29
21/01/2022,21,233.10
21/01/2022,22,221.97
21/01/2022,23,198.54
21/01/2022,24,189.52
22/01/2022,1,198.30
22/01/2022,2,189.20
22/01/2022,3,187.21
22/01/2022,4,178.72
22/01/2022,5,176.04
22/01/2022,6,176.35
22/01/2022,7,190.29
22/01/2022,8,213.65
22/01/2022,9,233.83
22/01/2022,10,220.31
22/01/2022,11,217.60
22/01/2022,12,209.66
22/01/2022,13,201.00
22/01/2022,14,189.13
22/01/2022,15,189.99
22/01/2022,16,196.50
22/01/2022,17,197.00
22/01/2022,18,222.31
22/01/2022,19,240.00
22/01/2022,20,245.27
22/01/2022,21,227.75
22/01/2022,22,211.88
22/01/2022,23,202.10
22/01/2022,24,197.00
23/01/2022,1,197.14
23/01/2022,2,190.00
23/01/2022,3,187.98
23/01/2022,4,179.73
23/01/2022,5,179.04
23/01/2022,6,179.49
23/01/2022,7,189.89
23/01/2022,8,189.99
23/01/2022,9,190.00
23/01/2022,10,195.31
23/01/2022,11,195.34
23/01/2022,12,195.87
23/01/2022,13,195.41
23/01/2022,14,186.29
23/01/2022,15,184.49
23/01/2022,16,190.00
23/01/2022,17,194.00
23/01/2022,18,214.95
23/01/2022,19,239.49
23/01/2022,20,244.31
23/01/2022,21,224.96
23/01/2022,22,204.84
23/01/2022,23,201.00
23/01/2022,24,187.68
24/01/2022,1,190.27
24/01/2022,2,179.61
24/01/2022,3,178.30
24/01/2022,4,177.46
24/01/2022,5,177.61
24/01/2022,6,190.00
24/01/2022,7,224.83
24/01/2022,8,265.00
24/01/2022,9,300.02
24/01/2022,10,299.39
24/01/2022,11,275.88
24/01/2022,12,270.00
24/01/2022,13,245.84
24/01/2022,14,240.08
24/01/2022,15,244.00
24/01/2022,16,256.49
24/01/2022,17,273.57
24/01/2022,18,307.38
24/01/2022,19,341.85
24/01/2022,20,315.31
24/01/2022,21,274.98
24/01/2022,22,250.00
24/01/2022,23,228.80
24/01/2022,24,208.93
25/01/2022,1,220.27
25/01/2022,2,212.90
25/01/2022,3,203.75
25/01/2022,4,196.24
25/01/2022,5,198.89
25/01/2022,6,215.01
25/01/2022,7,268.00
25/01/2022,8,340.68
25/01/2022,9,399.06
25/01/2022,10,399.01
25/01/2022,11,360.00
25/01/2022,12,347.40
25/01/2022,13,327.93
25/01/2022,14,304.72
25/01/2022,15,310.00
25/01/2022,16,313.00
25/01/2022,17,303.79
25/01/2022,18,366.43
25/01/2022,19,399.06
25/01/2022,20,373.75
25/01/2022,21,306.79
25/01/2022,22,262.03
25/01/2022,23,238.82
25/01/2022,24,215.00
26/01/2022,1,244.86
26/01/2022,2,235.00
26/01/2022,3,231.86
26/01/2022,4,228.00
26/01/2022,5,225.01
26/01/2022,6,233.16
26/01/2022,7,264.79
26/01/2022,8,309.89
26/01/2022,9,361.92
26/01/2022,10,344.28
26/01/2022,11,306.50
26/01/2022,12,299.36
26/01/2022,13,285.00
26/01/2022,14,260.00
26/01/2022,15,264.50
26/01/2022,16,259.36
26/01/2022,17,274.28
26/01/2022,18,301.48
26/01/2022,19,343.00
26/01/2022,20,313.79
26/01/2022,21,291.63
26/01/2022,22,251.77
26/01/2022,23,242.77
26/01/2022,24,238.70
27/01/2022,1,238.40
27/01/2022,2,231.45
27/01/2022,3,229.00
27/01/2022,4,223.08
27/01/2022,5,221.36
27/01/2022,6,230.00
27/01/2022,7,260.01
27/01/2022,8,300.00
27/01/2022,9,353.56
27/01/2022,10,327.04
27/01/2022,11,294.94
27/01/2022,12,270.78
27/01/2022,13,260.56
27/01/2022,14,245.00
27/01/2022,15,247.00
27/01/2022,16,255.00
27/01/2022,17,266.16
27/01/2022,18,295.80
27/01/2022,19,321.00
27/01/2022,20,308.03
27/01/2022,21,285.11
27/01/2022,22,240.16
27/01/2022,23,239.00
27/01/2022,24,223.62
28/01/2022,1,232.13
28/01/2022,2,220.00
28/01/2022,3,216.95
28/01/2022,4,217.26
28/01/2022,5,214.81
28/01/2022,6,220.73
28/01/2022,7,253.90
28/01/2022,8,305.58
28/01/2022,9,327.68
28/01/2022,10,310.00
28/01/2022,11,293.08
28/01/2022,12,270.00
28/01/2022,13,256.79
28/01/2022,14,246.02
28/01/2022,15,242.91
28/01/2022,16,272.64
28/01/2022,17,290.00
28/01/2022,18,295.32
28/01/2022,19,330.00
28/01/2022,20,300.63
28/01/2022,21,250.00
28/01/2022,22,242.74
28/01/2022,23,232.13
28/01/2022,24,217.99
29/01/2022,1,231.70
29/01/2022,2,224.83
29/01/2022,3,216.53
29/01/2022,4,212.62
29/01/2022,5,212.00
29/01/2022,6,215.13
29/01/2022,7,234.05
29/01/2022,8,248.39
29/01/2022,9,267.88
29/01/2022,10,250.12
29/01/2022,11,236.02
29/01/2022,12,220.87
29/01/2022,13,217.41
29/01/2022,14,212.19
29/01/2022,15,206.99
29/01/2022,16,223.20
29/01/2022,17,243.00
29/01/2022,18,285.00
29/01/2022,19,330.04
29/01/2022,20,331.00
29/01/2022,21,280.00
29/01/2022,22,249.10
29/01/2022,23,233.66
29/01/2022,24,227.12
30/01/2022,1,227.12
30/01/2022,2,220.58
30/01/2022,3,216.00
30/01/2022,4,207.63
30/01/2022,5,206.50
30/01/2022,6,211.34
30/01/2022,7,214.00
30/01/2022,8,223.00
30/01/2022,9,218.00
30/01/2022,10,223.62
30/01/2022,11,215.82
30/01/2022,12,206.00
30/01/2022,13,200.00
30/01/2022,14,195.14
30/01/2022,15,197.94
30/01/2022,16,209.03
30/01/2022,17,220.00
30/01/2022,18,229.00
30/01/2022,19,261.50
30/01/2022,20,263.39
30/01/2022,21,234.05
30/01/2022,22,224.90
30/01/2022,23,221.26
30/01/2022,24,203.38
31/01/2022,1,208.74
31/01/2022,2,199.88
31/01/2022,3,193.43
31/01/2022,4,193.21
31/01/2022,5,194.00
31/01/2022,6,200.95
31/01/2022,7,228.00
31/01/2022,8,243.40
31/01/2022,9,259.72
31/01/2022,10,253.90
31/01/2022,11,248.08
31/01/2022,12,252.97
31/01/2022,13,238.11
31/01/2022,14,237.80
31/01/2022,15,240.23
31/01/2022,16,245.90
31/01/2022,17,253.90
31/01/2022,18,259.11
31/01/2022,19,270.00
31/01/2022,20,260.00
31/01/2022,21,252.22
31/01/2022,22,228.00
31/01/2022,23,222.99
31/01/2022,24,204.80
01/02/2022,1,208.40
01/02/2022,2,194.87
01/02/2022,3,194.16
01/02/2022,4,186.10
01/02/2022,5,185.52
01/02/2022,6,195.53
01/02/2022,7,241.56
01/02/2022,8,269.90
01/02/2022,9,290.00
01/02/2022,10,280.00
01/02/2022,11,273.13
01/02/2022,12,261.50
01/02/2022,13,232.11
01/02/2022,14,232.11
01/02/2022,15,256.99
01/02/2022,16,271.05
01/02/2022,17,291.20
01/02/2022,18,300.10
01/02/2022,19,297.61
01/02/2022,20,286.25
01/02/2022,21,254.46
01/02/2022,22,235.00
01/02/2022,23,228.11
01/02/2022,24,211.32
02/02/2022,1,194.24
02/02/2022,2,186.97
02/02/2022,3,185.14
02/02/2022,4,184.00
02/02/2022,5,185.52
02/02/2022,6,194.92
02/02/2022,7,203.53
02/02/2022,8,235.70
02/02/2022,9,260.10
02/02/2022,10,240.00
02/02/2022,11,229.78
02/02/2022,12,213.94
02/02/2022,13,207.77
02/02/2022,14,198.66
02/02/2022,15,205.42
02/02/2022,16,209.02
02/02/2022,17,229.20
02/02/2022,18,252.10
02/02/2022,19,266.90
02/02/2022,20,265.00
02/02/2022,21,237.00
02/02/2022,22,205.01
02/02/2022,23,198.66
02/02/2022,24,190.10
03/02/2022,1,188.96
03/02/2022,2,181.56
03/02/2022,3,181.56
03/02/2022,4,177.43
03/02/2022,5,178.99
03/02/2022,6,184.39
03/02/2022,7,198.28
03/02/2022,8,232.74
03/02/2022,9,246.00
03/02/2022,10,231.79
03/02/2022,11,213.26
03/02/2022,12,209.00
03/02/2022,13,199.10
03/02/2022,14,192.68
03/02/2022,15,198.28
03/02/2022,16,209.67
03/02/2022,17,239.91
03/02/2022,18,274.99
03/02/2022,19,275.56
03/02/2022,20,265.00
03/02/2022,21,240.00
03/02/2022,22,212.67
03/02/2022,23,204.88
03/02/2022,24,194.74
04/02/2022,1,189.10
04/02/2022,2,181.32
04/02/2022,3,179.34
04/02/2022,4,179.34
04/02/2022,5,181.20
04/02/2022,6,190.40
04/02/2022,7,220.00
04/02/2022,8,250.26
04/02/2022,9,288.18
04/02/2022,10,311.30
04/02/2022,11,288.60
04/02/2022,12,276.57
04/02/2022,13,221.70
04/02/2022,14,214.99
04/02/2022,15,221.70
04/02/2022,16,237.00
04/02/2022,17,242.14
04/02/2022,18,279.00
04/02/2022,19,302.59
04/02/2022,20,280.00
04/02/2022,21,240.00
04/02/2022,22,211.74
04/02/2022,23,204.74
04/02/2022,24,193.99
05/02/2022,1,214.56
05/02/2022,2,206.89
05/02/2022,3,199.61
05/02/2022,4,196.94
05/02/2022,5,199.61
05/02/2022,6,206.89
05/02/2022,7,215.86
05/02/2022,8,247.48
05/02/2022,9,298.25
05/02/2022,10,310.00
05/02/2022,11,260.00
05/02/2022,12,216.69
05/02/2022,13,202.65
05/02/2022,14,193.36
05/02/2022,15,190.25
05/02/2022,16,202.39
05/02/2022,17,208.56
05/02/2022,18,235.00
05/02/2022,19,262.58
05/02/2022,20,279.04
05/02/2022,21,247.87
05/02/2022,22,208.56
05/02/2022,23,208.30
05/02/2022,24,193.77
06/02/2022,1,208.56
06/02/2022,2,202.81
06/02/2022,3,192.39
06/02/2022,4,190.87
06/02/2022,5,190.87
06/02/2022,6,196.00
06/02/2022,7,206.89
06/02/2022,8,208.56
06/02/2022,9,210.00
06/02/2022,10,208.65
06/02/2022,11,206.89
06/02/2022,12,208.00
06/02/2022,13,198.82
06/02/2022,14,189.37
06/02/2022,15,190.33
06/02/2022,16,197.12
06/02/2022,17,208.30
06/02/2022,18,216.33
06/02/2022,19,250.00
06/02/2022,20,247.53
06/02/2022,21,216.33
06/02/2022,22,204.62
06/02/2022,23,198.90
06/02/2022,24,186.80
07/02/2022,1,178.00
07/02/2022,2,172.00
07/02/2022,3,168.74
07/02/2022,4,154.94
07/02/2022,5,162.45
07/02/2022,6,176.00
07/02/2022,7,205.00
07/02/2022,8,239.03
07/02/2022,9,261.17
07/02/2022,10,256.00
07/02/2022,11,238.99
07/02/2022,12,224.28
07/02/2022,13,213.15
07/02/2022,14,206.24
07/02/2022,15,204.99
07/02/2022,16,207.45
07/02/2022,17,212.68
07/02/2022,18,218.20
07/02/2022,19,235.78
07/02/2022,20,239.42
07/02/2022,21,226.80
07/02/2022,22,210.77
07/02/2022,23,201.30
07/02/2022,24,189.55
08/02/2022,1,184.00
08/02/2022,2,179.88
08/02/2022,3,174.68
08/02/2022,4,170.88
08/02/2022,5,177.88
08/02/2022,6,183.62
08/02/2022,7,206.00
08/02/2022,8,240.11
08/02/2022,9,251.40
08/02/2022,10,233.59
08/02/2022,11,211.50
08/02/2022,12,197.57
08/02/2022,13,185.84
08/02/2022,14,185.61
08/02/2022,15,191.50
08/02/2022,16,197.99
08/02/2022,17,208.28
08/02/2022,18,219.74
08/02/2022,19,243.80
08/02/2022,20,249.49
08/02/2022,21,239.01
08/02/2022,22,214.50
08/02/2022,23,208.28
08/02/2022,24,200.57
09/02/2022,1,195.00
09/02/2022,2,187.38
09/02/2022,3,185.00
09/02/2022,4,183.85
09/02/2022,5,185.00
09/02/2022,6,191.07
09/02/2022,7,218.00
09/02/2022,8,237.91
09/02/2022,9,255.00
09/02/2022,10,235.80
09/02/2022,11,220.45
09/02/2022,12,205.99
09/02/2022,13,192.45
09/02/2022,14,191.11
09/02/2022,15,197.57
09/02/2022,16,212.00
09/02/2022,17,233.41
09/02/2022,18,261.34
09/02/2022,19,307.25
09/02/2022,20,301.69
09/02/2022,21,246.00
09/02/2022,22,224.54
09/02/2022,23,217.74
09/02/2022,24,208.30
10/02/2022,1,200.99
10/02/2022,2,192.61
10/02/2022,3,185.10
10/02/2022,4,184.27
10/02/2022,5,188.08
10/02/2022,6,202.00
10/02/2022,7,214.20
10/02/2022,8,238.52
10/02/2022,9,255.00
10/02/2022,10,230.16
10/02/2022,11,216.24
10/02/2022,12,206.90
10/02/2022,13,193.23
10/02/2022,14,186.00
10/02/2022,15,196.78
10/02/2022,16,205.92
10/02/2022,17,224.69
10/02/2022,18,236.34
10/02/2022,19,261.70
10/02/2022,20,258.09
10/02/2022,21,235.01
10/02/2022,22,215.66
10/02/2022,23,209.99
10/02/2022,24,195.71
11/02/2022,1,196.17
11/02/2022,2,186.70
11/02/2022,3,184.00
11/02/2022,4,184.22
11/02/2022,5,186.49
11/02/2022,6,196.17
11/02/2022,7,214.45
11/02/2022,8,234.96
11/02/2022,9,247.00
11/02/2022,10,242.69
11/02/2022,11,238.96
11/02/2022,12,236.96
11/02/2022,13,219.80
11/02/2022,14,201.99
11/02/2022,15,201.00
11/02/2022,16,209.94
11/02/2022,17,227.84
11/02/2022,18,259.10
11/02/2022,19,294.00
11/02/2022,20,289.00
11/02/2022,21,234.84
11/02/2022,22,216.00
11/02/2022,23,205.79
11/02/2022,24,197.89
12/02/2022,1,195.91
12/02/2022,2,187.20
12/02/2022,3,184.89
12/02/2022,4,170.24
12/02/2022,5,167.56
12/02/2022,6,168.38
12/02/2022,7,184.74
12/02/2022,8,207.43
12/02/2022,9,210.89
12/02/2022,10,211.17
12/02/2022,11,203.23
12/02/2022,12,184.74
12/02/2022,13,179.99
12/02/2022,14,171.00
12/02/2022,15,168.39
12/02/2022,16,169.05
12/02/2022,17,184.40
12/02/2022,18,194.89
12/02/2022,19,215.00
12/02/2022,20,231.55
12/02/2022,21,213.00
12/02/2022,22,202.14
12/02/2022,23,199.67
12/02/2022,24,190.37
13/02/2022,1,196.90
13/02/2022,2,186.52
13/02/2022,3,184.30
13/02/2022,4,175.76
13/02/2022,5,173.06
13/02/2022,6,178.54
13/02/2022,7,189.33
13/02/2022,8,199.95
13/02/2022,9,192.00
13/02/2022,10,191.69
13/02/2022,11,185.50
13/02/2022,12,178.53
13/02/2022,13,174.83
13/02/2022,14,167.37
13/02/2022,15,167.37
13/02/2022,16,180.12
13/02/2022,17,201.99
13/02/2022,18,218.96
13/02/2022,19,245.00
13/02/2022,20,265.31
13/02/2022,21,243.00
13/02/2022,22,226.44
13/02/2022,23,210.86
13/02/2022,24,199.95
14/02/2022,1,180.12
14/02/2022,2,174.05
14/02/2022,3,171.64
14/02/2022,4,170.20
14/02/2022,5,171.64
14/02/2022,6,182.72
14/02/2022,7,206.40
14/02/2022,8,225.00
14/02/2022,9,253.98
14/02/2022,10,251.30
14/02/2022,11,233.03
14/02/2022,12,228.90
14/02/2022,13,211.80
14/02/2022,14,211.10
14/02/2022,15,215.00
14/02/2022,16,218.00
14/02/2022,17,217.26
