Date,Hour,Price (Euro/MWh)
06/01/2021,2,52.60
06/01/2021,3,50.60
06/01/2021,4,49.00
06/01/2021,5,47.20
06/01/2021,6,49.29
06/01/2021,7,55.00
06/01/2021,8,56.60
06/01/2021,9,59.80
06/01/2021,10,61.10
06/01/2021,11,60.62
06/01/2021,12,60.62
06/01/2021,13,58.00
06/01/2021,14,56.23
06/01/2021,15,58.62
06/01/2021,16,61.05
06/01/2021,17,64.68
06/01/2021,18,66.94
06/01/2021,19,68.45
06/01/2021,20,67.05
06/01/2021,21,64.28
06/01/2021,22,60.70
06/01/2021,23,56.60
06/01/2021,24,55.00
07/01/2021,1,56.87
07/01/2021,2,54.71
07/01/2021,3,53.70
07/01/2021,4,51.51
07/01/2021,5,49.35
07/01/2021,6,55.63
07/01/2021,7,61.60
07/01/2021,8,71.09
07/01/2021,9,88.26
07/01/2021,10,92.28
07/01/2021,11,86.88
07/01/2021,12,90.62
07/01/2021,13,77.90
07/01/2021,14,78.30
07/01/2021,15,80.40
07/01/2021,16,83.57
07/01/2021,17,89.68
07/01/2021,18,97.00
07/01/2021,19,92.20
07/01/2021,20,86.19
07/01/2021,21,72.91
07/01/2021,22,65.22
07/01/2021,23,61.98
07/01/2021,24,57.58
08/01/2021,1,57.45
08/01/2021,2,56.41
08/01/2021,3,55.17
08/01/2021,4,51.76
08/01/2021,5,50.86
08/01/2021,6,56.45
08/01/2021,7,65.22
08/01/2021,8,81.07
08/01/2021,9,103.54
08/01/2021,10,110.45
08/01/2021,11,109.96
08/01/2021,12,106.82
08/01/2021,13,95.00
08/01/2021,14,88.10
08/01/2021,15,95.00
08/01/2021,16,95.42
08/01/2021,17,95.00
08/01/2021,18,110.00
08/01/2021,19,102.41
08/01/2021,20,83.06
08/01/2021,21,70.00
08/01/2021,22,64.06
08/01/2021,23,61.42
08/01/2021,24,58.30
09/01/2021,1,61.90
09/01/2021,2,58.38
09/01/2021,3,55.96
09/01/2021,4,51.88
09/01/2021,5,50.25
09/01/2021,6,50.25
09/01/2021,7,51.39
09/01/2021,8,56.38
09/01/2021,9,59.80
09/01/2021,10,66.92
09/01/2021,11,67.71
09/01/2021,12,68.00
09/01/2021,13,67.01
09/01/2021,14,62.53
09/01/2021,15,60.00
09/01/2021,16,60.00
09/01/2021,17,62.78
09/01/2021,18,69.92
09/01/2021,19,71.99
09/01/2021,20,68.95
09/01/2021,21,62.66
09/01/2021,22,59.00
09/01/2021,23,56.53
09/01/2021,24,55.41
10/01/2021,1,57.00
10/01/2021,2,55.75
10/01/2021,3,53.14
10/01/2021,4,49.03
10/01/2021,5,48.45
10/01/2021,6,49.07
10/01/2021,7,52.50
10/01/2021,8,57.23
10/01/2021,9,57.30
10/01/2021,10,57.43
10/01/2021,11,59.45
10/01/2021,12,61.53
10/01/2021,13,60.39
10/01/2021,14,56.41
10/01/2021,15,53.18
10/01/2021,16,54.85
10/01/2021,17,56.52
10/01/2021,18,62.09
10/01/2021,19,65.11
10/01/2021,20,68.77
10/01/2021,21,63.58
10/01/2021,22,57.43
10/01/2021,23,56.84
10/01/2021,24,56.34
11/01/2021,1,52.26
11/01/2021,2,50.02
11/01/2021,3,50.01
11/01/2021,4,47.69
11/01/2021,5,46.36
11/01/2021,6,52.30
11/01/2021,7,62.51
11/01/2021,8,77.52
11/01/2021,9,86.40
11/01/2021,10,89.06
11/01/2021,11,77.20
11/01/2021,12,74.07
11/01/2021,13,72.75
11/01/2021,14,71.38
11/01/2021,15,69.21
11/01/2021,16,70.00
11/01/2021,17,72.75
11/01/2021,18,75.00
11/01/2021,19,83.00
11/01/2021,20,79.63
11/01/2021,21,70.95
11/01/2021,22,64.41
11/01/2021,23,62.25
11/01/2021,24,61.12
12/01/2021,1,60.58
12/01/2021,2,58.00
12/01/2021,3,54.67
12/01/2021,4,50.00
12/01/2021,5,49.50
12/01/2021,6,58.06
12/01/2021,7,66.79
12/01/2021,8,72.00
12/01/2021,9,84.24
12/01/2021,10,81.55
12/01/2021,11,76.33
12/01/2021,12,72.72
12/01/2021,13,70.70
12/01/2021,14,69.50
12/01/2021,15,71.56
12/01/2021,16,73.60
12/01/2021,17,75.00
12/01/2021,18,80.25
12/01/2021,19,78.93
12/01/2021,20,77.10
12/01/2021,21,70.00
12/01/2021,22,63.21
12/01/2021,23,61.56
12/01/2021,24,59.97
13/01/2021,1,64.68
13/01/2021,2,61.60
13/01/2021,3,60.99
13/01/2021,4,55.84
13/01/2021,5,55.43
13/01/2021,6,61.40
13/01/2021,7,71.20
13/01/2021,8,84.00
13/01/2021,9,88.33
13/01/2021,10,95.46
13/01/2021,11,85.08
13/01/2021,12,81.07
13/01/2021,13,77.00
13/01/2021,14,77.56
13/01/2021,15,76.37
13/01/2021,16,77.78
13/01/2021,17,81.79
13/01/2021,18,86.42
13/01/2021,19,87.69
13/01/2021,20,85.96
13/01/2021,21,75.74
13/01/2021,22,71.79
13/01/2021,23,69.49
13/01/2021,24,65.70
14/01/2021,1,70.60
14/01/2021,2,69.83
14/01/2021,3,66.83
14/01/2021,4,62.98
14/01/2021,5,62.10
14/01/2021,6,67.17
14/01/2021,7,73.26
14/01/2021,8,89.14
14/01/2021,9,97.68
14/01/2021,10,100.33
14/01/2021,11,95.46
14/01/2021,12,91.37
14/01/2021,13,84.17
14/01/2021,14,84.00
14/01/2021,15,83.68
14/01/2021,16,86.00
14/01/2021,17,94.85
14/01/2021,18,96.37
14/01/2021,19,93.49
14/01/2021,20,85.80
14/01/2021,21,78.00
14/01/2021,22,75.50
14/01/2021,23,72.00
14/01/2021,24,69.14
15/01/2021,1,53.51
15/01/2021,2,48.66
15/01/2021,3,47.70
15/01/2021,4,46.60
15/01/2021,5,48.00
15/01/2021,6,54.50
15/01/2021,7,64.95
15/01/2021,8,77.94
15/01/2021,9,90.04
15/01/2021,10,97.76
15/01/2021,11,90.69
15/01/2021,12,86.97
15/01/2021,13,79.25
15/01/2021,14,76.64
15/01/2021,15,77.14
15/01/2021,16,76.98
15/01/2021,17,82.00
15/01/2021,18,88.22
15/01/2021,19,98.02
15/01/2021,20,95.01
15/01/2021,21,77.20
15/01/2021,22,67.18
15/01/2021,23,63.19
15/01/2021,24,57.01
16/01/2021,1,64.37
16/01/2021,2,62.15
16/01/2021,3,55.10
16/01/2021,4,53.00
16/01/2021,5,51.37
16/01/2021,6,52.66
16/01/2021,7,61.20
16/01/2021,8,60.20
16/01/2021,9,62.25
16/01/2021,10,65.30
16/01/2021,11,66.50
16/01/2021,12,63.50
16/01/2021,13,63.37
16/01/2021,14,57.14
16/01/2021,15,52.30
16/01/2021,16,52.86
16/01/2021,17,57.70
16/01/2021,18,65.01
16/01/2021,19,66.40
16/01/2021,20,63.80
16/01/2021,21,60.35
16/01/2021,22,54.09
16/01/2021,23,53.20
16/01/2021,24,52.67
17/01/2021,1,62.25
17/01/2021,2,51.10
17/01/2021,3,50.25
17/01/2021,4,48.15
17/01/2021,5,48.15
17/01/2021,6,48.14
17/01/2021,7,56.10
17/01/2021,8,51.21
17/01/2021,9,52.30
17/01/2021,10,57.88
17/01/2021,11,61.17
17/01/2021,12,62.40
17/01/2021,13,63.45
17/01/2021,14,57.00
17/01/2021,15,57.76
17/01/2021,16,58.57
17/01/2021,17,62.25
17/01/2021,18,67.05
17/01/2021,19,72.00
17/01/2021,20,75.00
17/01/2021,21,67.63
17/01/2021,22,62.25
17/01/2021,23,60.48
17/01/2021,24,56.00
18/01/2021,1,53.37
18/01/2021,2,49.16
18/01/2021,3,48.93
18/01/2021,4,47.01
18/01/2021,5,46.96
18/01/2021,6,51.00
18/01/2021,7,67.64
18/01/2021,8,80.22
18/01/2021,9,85.79
18/01/2021,10,85.66
18/01/2021,11,79.71
18/01/2021,12,75.61
18/01/2021,13,75.79
18/01/2021,14,75.00
18/01/2021,15,69.94
18/01/2021,16,72.48
18/01/2021,17,80.95
18/01/2021,18,89.48
18/01/2021,19,88.63
18/01/2021,20,87.00
18/01/2021,21,79.40
18/01/2021,22,68.50
18/01/2021,23,65.58
18/01/2021,24,64.00
19/01/2021,1,55.00
19/01/2021,2,52.30
19/01/2021,3,49.60
19/01/2021,4,47.90
19/01/2021,5,49.60
19/01/2021,6,57.60
19/01/2021,7,67.49
19/01/2021,8,80.00
19/01/2021,9,93.61
19/01/2021,10,87.00
19/01/2021,11,82.40
19/01/2021,12,80.95
19/01/2021,13,70.65
19/01/2021,14,69.97
19/01/2021,15,73.48
19/01/2021,16,77.61
19/01/2021,17,80.95
19/01/2021,18,85.00
19/01/2021,19,82.00
19/01/2021,20,76.63
19/01/2021,21,67.00
19/01/2021,22,65.09
19/01/2021,23,59.79
19/01/2021,24,57.99
20/01/2021,1,50.87
20/01/2021,2,48.10
20/01/2021,3,46.00
20/01/2021,4,46.00
20/01/2021,5,47.10
20/01/2021,6,51.90
20/01/2021,7,61.15
20/01/2021,8,75.01
20/01/2021,9,81.00
20/01/2021,10,75.00
20/01/2021,11,75.00
20/01/2021,12,72.41
20/01/2021,13,63.62
20/01/2021,14,61.93
20/01/2021,15,64.85
20/01/2021,16,67.62
20/01/2021,17,72.31
20/01/2021,18,75.57
20/01/2021,19,76.09
20/01/2021,20,71.00
20/01/2021,21,64.54
20/01/2021,22,61.15
20/01/2021,23,59.00
20/01/2021,24,50.10
21/01/2021,1,48.40
21/01/2021,2,45.07
21/01/2021,3,41.60
21/01/2021,4,41.02
21/01/2021,5,45.10
21/01/2021,6,52.95
21/01/2021,7,62.25
21/01/2021,8,68.90
21/01/2021,9,79.90
21/01/2021,10,72.63
21/01/2021,11,69.46
21/01/2021,12,66.00
21/01/2021,13,65.93
21/01/2021,14,64.52
21/01/2021,15,64.75
21/01/2021,16,65.24
21/01/2021,17,67.03
21/01/2021,18,71.69
21/01/2021,19,71.69
21/01/2021,20,67.25
21/01/2021,21,64.76
21/01/2021,22,61.27
21/01/2021,23,55.19
21/01/2021,24,46.29
22/01/2021,1,42.90
22/01/2021,2,38.09
22/01/2021,3,31.93
22/01/2021,4,30.89
22/01/2021,5,36.63
22/01/2021,6,40.00
22/01/2021,7,60.00
22/01/2021,8,69.91
22/01/2021,9,80.00
22/01/2021,10,83.57
22/01/2021,11,80.00
22/01/2021,12,75.48
22/01/2021,13,65.00
22/01/2021,14,66.23
22/01/2021,15,71.78
22/01/2021,16,73.26
22/01/2021,17,69.26
22/01/2021,18,73.00
22/01/2021,19,70.49
22/01/2021,20,66.89
22/01/2021,21,62.99
22/01/2021,22,59.86
22/01/2021,23,51.79
22/01/2021,24,46.64
23/01/2021,1,51.19
23/01/2021,2,46.97
23/01/2021,3,44.38
23/01/2021,4,42.31
23/01/2021,5,38.91
23/01/2021,6,41.97
23/01/2021,7,47.87
23/01/2021,8,59.09
23/01/2021,9,59.99
23/01/2021,10,59.99
23/01/2021,11,60.52
23/01/2021,12,58.95
23/01/2021,13,56.63
23/01/2021,14,52.00
23/01/2021,15,51.00
23/01/2021,16,53.65
23/01/2021,17,58.30
23/01/2021,18,63.09
23/01/2021,19,66.13
23/01/2021,20,63.29
23/01/2021,21,58.16
23/01/2021,22,52.80
23/01/2021,23,51.20
23/01/2021,24,47.18
24/01/2021,1,44.80
24/01/2021,2,40.67
24/01/2021,3,41.24
24/01/2021,4,40.24
24/01/2021,5,39.78
24/01/2021,6,39.90
24/01/2021,7,40.56
24/01/2021,8,41.97
24/01/2021,9,46.87
24/01/2021,10,51.45
24/01/2021,11,53.09
24/01/2021,12,54.34
24/01/2021,13,51.86
24/01/2021,14,46.20
24/01/2021,15,44.34
24/01/2021,16,45.93
24/01/2021,17,52.00
24/01/2021,18,59.65
24/01/2021,19,65.00
24/01/2021,20,64.13
24/01/2021,21,59.30
24/01/2021,22,55.76
24/01/2021,23,53.93
24/01/2021,24,47.89
25/01/2021,1,46.62
25/01/2021,2,43.09
25/01/2021,3,43.00
25/01/2021,4,42.59
25/01/2021,5,42.20
25/01/2021,6,45.66
25/01/2021,7,61.95
25/01/2021,8,70.00
25/01/2021,9,76.95
25/01/2021,10,83.00
25/01/2021,11,75.40
25/01/2021,12,74.00
25/01/2021,13,69.02
25/01/2021,14,67.90
25/01/2021,15,68.08
25/01/2021,16,71.00
25/01/2021,17,73.00
25/01/2021,18,71.69
25/01/2021,19,73.88
25/01/2021,20,74.86
25/01/2021,21,68.42
25/01/2021,22,64.42
25/01/2021,23,58.53
25/01/2021,24,54.95
26/01/2021,1,57.71
26/01/2021,2,53.43
26/01/2021,3,53.08
26/01/2021,4,50.69
26/01/2021,5,46.83
26/01/2021,6,51.42
26/01/2021,7,64.00
26/01/2021,8,69.73
26/01/2021,9,73.95
26/01/2021,10,79.68
26/01/2021,11,73.91
26/01/2021,12,72.00
26/01/2021,13,70.00
26/01/2021,14,68.08
26/01/2021,15,66.71
26/01/2021,16,68.15
26/01/2021,17,68.75
26/01/2021,18,73.73
26/01/2021,19,82.04
26/01/2021,20,75.50
26/01/2021,21,67.17
26/01/2021,22,63.21
26/01/2021,23,59.90
26/01/2021,24,56.15
27/01/2021,1,51.72
27/01/2021,2,50.11
27/01/2021,3,47.80
27/01/2021,4,49.80
27/01/2021,5,48.56
27/01/2021,6,52.18
27/01/2021,7,60.60
27/01/2021,8,65.81
27/01/2021,9,68.00
27/01/2021,10,70.67
27/01/2021,11,68.20
27/01/2021,12,67.58
27/01/2021,13,65.78
27/01/2021,14,64.28
27/01/2021,15,64.99
27/01/2021,16,65.42
27/01/2021,17,65.90
27/01/2021,18,68.17
27/01/2021,19,70.48
27/01/2021,20,70.60
27/01/2021,21,65.73
27/01/2021,22,60.10
27/01/2021,23,55.86
27/01/2021,24,51.63
28/01/2021,1,51.30
28/01/2021,2,51.01
28/01/2021,3,47.20
28/01/2021,4,50.50
28/01/2021,5,50.99
28/01/2021,6,57.00
28/01/2021,7,62.17
28/01/2021,8,71.00
28/01/2021,9,73.17
28/01/2021,10,71.28
28/01/2021,11,70.00
28/01/2021,12,64.00
28/01/2021,13,60.74
28/01/2021,14,59.84
28/01/2021,15,61.00
28/01/2021,16,60.90
28/01/2021,17,64.00
28/01/2021,18,68.17
28/01/2021,19,65.00
28/01/2021,20,63.74
28/01/2021,21,60.03
28/01/2021,22,56.00
28/01/2021,23,51.02
28/01/2021,24,45.51
29/01/2021,1,42.71
29/01/2021,2,39.64
29/01/2021,3,35.41
29/01/2021,4,35.31
29/01/2021,5,36.43
29/01/2021,6,39.99
29/01/2021,7,57.35
29/01/2021,8,65.54
29/01/2021,9,73.00
29/01/2021,10,68.00
29/01/2021,11,63.51
29/01/2021,12,63.77
29/01/2021,13,60.96
29/01/2021,14,60.97
29/01/2021,15,61.00
29/01/2021,16,58.77
29/01/2021,17,60.98
29/01/2021,18,60.52
29/01/2021,19,61.00
29/01/2021,20,60.52
29/01/2021,21,59.46
29/01/2021,22,54.00
29/01/2021,23,47.00
29/01/2021,24,42.79
30/01/2021,1,42.02
30/01/2021,2,40.17
30/01/2021,3,37.90
30/01/2021,4,36.27
30/01/2021,5,34.86
30/01/2021,6,38.09
30/01/2021,7,47.98
30/01/2021,8,52.34
30/01/2021,9,56.09
30/01/2021,10,57.73
30/01/2021,11,57.81
30/01/2021,12,57.78
30/01/2021,13,55.13
30/01/2021,14,50.60
30/01/2021,15,47.99
30/01/2021,16,48.05
30/01/2021,17,50.00
30/01/2021,18,60.47
30/01/2021,19,61.65
30/01/2021,20,59.62
30/01/2021,21,58.00
30/01/2021,22,49.40
30/01/2021,23,47.40
30/01/2021,24,45.85
31/01/2021,1,42.08
31/01/2021,2,40.98
31/01/2021,3,40.51
31/01/2021,4,39.50
31/01/2021,5,38.61
31/01/2021,6,40.41
31/01/2021,7,40.37
31/01/2021,8,41.29
31/01/2021,9,44.85
31/01/2021,10,49.15
31/01/2021,11,50.73
31/01/2021,12,51.14
31/01/2021,13,50.37
31/01/2021,14,46.23
31/01/2021,15,45.90
31/01/2021,16,47.92
31/01/2021,17,50.73
31/01/2021,18,59.45
31/01/2021,19,63.88
31/01/2021,20,62.35
31/01/2021,21,57.99
31/01/2021,22,51.85
31/01/2021,23,49.28
31/01/2021,24,45.36
01/02/2021,1,41.18
01/02/2021,2,40.00
01/02/2021,3,40.00
01/02/2021,4,38.51
01/02/2021,5,34.87
01/02/2021,6,39.99
01/02/2021,7,56.56
01/02/2021,8,63.39
01/02/2021,9,70.83
01/02/2021,10,76.96
01/02/2021,11,72.08
01/02/2021,12,70.08
01/02/2021,13,64.46
01/02/2021,14,64.76
01/02/2021,15,69.01
01/02/2021,16,75.37
01/02/2021,17,70.83
01/02/2021,18,84.08
01/02/2021,19,81.83
01/02/2021,20,74.90
01/02/2021,21,69.00
01/02/2021,22,57.38
01/02/2021,23,55.25
01/02/2021,24,49.40
02/02/2021,1,48.06
02/02/2021,2,45.05
02/02/2021,3,43.59
02/02/2021,4,41.90
02/02/2021,5,40.82
02/02/2021,6,46.72
02/02/2021,7,59.10
02/02/2021,8,65.94
02/02/2021,9,76.28
02/02/2021,10,69.22
02/02/2021,11,65.00
02/02/2021,12,64.12
02/02/2021,13,60.15
02/02/2021,14,59.21
02/02/2021,15,60.40
02/02/2021,16,60.45
02/02/2021,17,62.14
02/02/2021,18,71.43
02/02/2021,19,74.00
02/02/2021,20,70.29
02/02/2021,21,65.00
02/02/2021,22,60.29
02/02/2021,23,55.83
02/02/2021,24,49.99
03/02/2021,1,51.00
03/02/2021,2,47.16
03/02/2021,3,44.20
03/02/2021,4,40.90
03/02/2021,5,40.78
03/02/2021,6,48.66
03/02/2021,7,60.00
03/02/2021,8,70.00
03/02/2021,9,71.17
03/02/2021,10,70.00
03/02/2021,11,66.37
03/02/2021,12,63.37
03/02/2021,13,61.00
03/02/2021,14,62.37
03/02/2021,15,63.23
03/02/2021,16,64.23
03/02/2021,17,66.37
03/02/2021,18,70.00
03/02/2021,19,66.70
03/02/2021,20,63.23
03/02/2021,21,57.75
03/02/2021,22,56.20
03/02/2021,23,52.10
03/02/2021,24,45.40
04/02/2021,1,37.35
04/02/2021,2,35.49
04/02/2021,3,34.58
04/02/2021,4,31.99
04/02/2021,5,35.20
04/02/2021,6,39.37
04/02/2021,7,55.36
04/02/2021,8,60.00
04/02/2021,9,67.89
04/02/2021,10,63.48
04/02/2021,11,64.83
04/02/2021,12,63.45
04/02/2021,13,60.00
04/02/2021,14,60.00
04/02/2021,15,62.00
04/02/2021,16,63.00
04/02/2021,17,64.77
04/02/2021,18,69.97
04/02/2021,19,71.50
04/02/2021,20,70.00
04/02/2021,21,61.00
04/02/2021,22,60.00
04/02/2021,23,52.70
04/02/2021,24,49.00
05/02/2021,1,54.26
05/02/2021,2,46.91
05/02/2021,3,46.14
05/02/2021,4,42.70
05/02/2021,5,44.94
05/02/2021,6,53.27
05/02/2021,7,65.07
05/02/2021,8,74.26
05/02/2021,9,84.66
05/02/2021,10,88.17
05/02/2021,11,74.90
05/02/2021,12,74.26
05/02/2021,13,63.26
05/02/2021,14,67.26
05/02/2021,15,63.51
05/02/2021,16,69.33
05/02/2021,17,73.39
05/02/2021,18,70.86
05/02/2021,19,76.00
05/02/2021,20,67.51
05/02/2021,21,65.00
05/02/2021,22,58.83
05/02/2021,23,56.72
05/02/2021,24,53.27
06/02/2021,1,58.00
06/02/2021,2,56.22
06/02/2021,3,54.10
06/02/2021,4,54.22
06/02/2021,5,54.22
06/02/2021,6,56.22
06/02/2021,7,59.68
06/02/2021,8,60.00
06/02/2021,9,60.00
06/02/2021,10,67.12
06/02/2021,11,60.00
06/02/2021,12,59.30
06/02/2021,13,55.00
06/02/2021,14,51.69
06/02/2021,15,54.22
06/02/2021,16,56.51
06/02/2021,17,57.00
06/02/2021,18,59.68
06/02/2021,19,60.00
06/02/2021,20,60.56
06/02/2021,21,59.30
06/02/2021,22,53.29
06/02/2021,23,50.98
06/02/2021,24,45.80
07/02/2021,1,46.79
07/02/2021,2,32.02
07/02/2021,3,24.00
07/02/2021,4,10.00
07/02/2021,5,10.00
07/02/2021,6,12.73
07/02/2021,7,22.20
07/02/2021,8,31.01
07/02/2021,9,44.90
07/02/2021,10,47.42
07/02/2021,11,48.50
07/02/2021,12,46.57
07/02/2021,13,45.30
07/02/2021,14,35.04
07/02/2021,15,28.05
07/02/2021,16,32.76
07/02/2021,17,37.91
07/02/2021,18,45.30
07/02/2021,19,54.22
07/02/2021,20,55.39
07/02/2021,21,49.78
07/02/2021,22,46.20
07/02/2021,23,42.83
07/02/2021,24,39.14
08/02/2021,1,35.58
08/02/2021,2,28.59
08/02/2021,3,20.00
08/02/2021,4,12.79
08/02/2021,5,14.68
08/02/2021,6,33.41
08/02/2021,7,60.00
08/02/2021,8,63.44
08/02/2021,9,63.07
08/02/2021,10,64.17
08/02/2021,11,63.21
08/02/2021,12,63.07
08/02/2021,13,61.89
08/02/2021,14,60.17
08/02/2021,15,60.56
08/02/2021,16,60.60
08/02/2021,17,62.98
08/02/2021,18,63.05
08/02/2021,19,64.32
08/02/2021,20,63.15
08/02/2021,21,59.64
08/02/2021,22,55.55
08/02/2021,23,52.00
08/02/2021,24,46.58
09/02/2021,1,48.87
09/02/2021,2,47.55
09/02/2021,3,46.79
09/02/2021,4,46.05
09/02/2021,5,46.40
09/02/2021,6,47.97
09/02/2021,7,62.31
09/02/2021,8,80.76
09/02/2021,9,80.64
09/02/2021,10,81.18
09/02/2021,11,79.98
09/02/2021,12,77.97
09/02/2021,13,75.80
09/02/2021,14,71.32
09/02/2021,15,70.64
09/02/2021,16,71.82
09/02/2021,17,71.02
09/02/2021,18,79.06
09/02/2021,19,80.00
09/02/2021,20,74.00
09/02/2021,21,66.00
09/02/2021,22,62.54
09/02/2021,23,60.00
09/02/2021,24,58.65
10/02/2021,1,51.50
10/02/2021,2,49.55
10/02/2021,3,48.35
10/02/2021,4,47.50
10/02/2021,5,47.68
10/02/2021,6,49.20
10/02/2021,7,60.00
10/02/2021,8,76.38
10/02/2021,9,92.33
10/02/2021,10,98.62
10/02/2021,11,93.68
10/02/2021,12,88.32
10/02/2021,13,79.99
10/02/2021,14,75.91
10/02/2021,15,74.96
10/02/2021,16,76.19
10/02/2021,17,80.18
10/02/2021,18,94.15
10/02/2021,19,109.86
10/02/2021,20,88.09
10/02/2021,21,73.26
10/02/2021,22,64.19
10/02/2021,23,60.29
10/02/2021,24,59.44
11/02/2021,1,55.64
11/02/2021,2,53.13
11/02/2021,3,52.75
11/02/2021,4,50.04
11/02/2021,5,50.02
11/02/2021,6,57.41
11/02/2021,7,70.90
11/02/2021,8,100.00
11/02/2021,9,117.31
11/02/2021,10,113.34
11/02/2021,11,90.00
11/02/2021,12,85.61
11/02/2021,13,71.69
11/02/2021,14,70.00
11/02/2021,15,70.40
11/02/2021,16,71.93
11/02/2021,17,70.96
11/02/2021,18,93.60
11/02/2021,19,105.81
11/02/2021,20,99.31
11/02/2021,21,74.33
11/02/2021,22,62.30
11/02/2021,23,59.10
11/02/2021,24,55.51
12/02/2021,1,54.99
12/02/2021,2,51.90
12/02/2021,3,50.50
12/02/2021,4,51.87
12/02/2021,5,52.27
12/02/2021,6,56.10
12/02/2021,7,62.90
12/02/2021,8,75.20
12/02/2021,9,89.73
12/02/2021,10,82.76
12/02/2021,11,76.58
12/02/2021,12,74.00
12/02/2021,13,69.60
12/02/2021,14,66.39
12/02/2021,15,64.00
12/02/2021,16,66.04
12/02/2021,17,66.16
12/02/2021,18,71.24
12/02/2021,19,79.99
12/02/2021,20,74.35
12/02/2021,21,67.97
12/02/2021,22,63.55
12/02/2021,23,60.00
12/02/2021,24,57.10
13/02/2021,1,56.10
13/02/2021,2,56.00
13/02/2021,3,50.25
13/02/2021,4,49.91
13/02/2021,5,48.18
13/02/2021,6,49.55
13/02/2021,7,56.00
13/02/2021,8,59.84
13/02/2021,9,62.00
13/02/2021,10,64.54
13/02/2021,11,62.69
13/02/2021,12,60.71
13/02/2021,13,58.30
13/02/2021,14,51.88
13/02/2021,15,49.79
13/02/2021,16,49.82
13/02/2021,17,54.05
13/02/2021,18,64.38
13/02/2021,19,72.96
13/02/2021,20,69.00
13/02/2021,21,63.26
13/02/2021,22,57.67
13/02/2021,23,53.58
13/02/2021,24,50.55
14/02/2021,1,47.79
14/02/2021,2,46.53
14/02/2021,3,45.25
14/02/2021,4,42.90
14/02/2021,5,42.37
14/02/2021,6,42.14
14/02/2021,7,42.66
14/02/2021,8,45.66
14/02/2021,9,47.00
14/02/2021,10,49.92
14/02/2021,11,50.18
14/02/2021,12,51.49
14/02/2021,13,50.10
14/02/2021,14,42.54
14/02/2021,15,41.50
14/02/2021,16,42.78
14/02/2021,17,47.22
