air_temp,ghi,period_end,period
24,267,2025-07-12T16:45:00+00:00,PT15M
24,225,2025-07-12T17:00:00+00:00,PT15M
23,183,2025-07-12T17:15:00+00:00,PT15M
23,148,2025-07-12T17:30:00+00:00,PT15M
23,112,2025-07-12T17:45:00+00:00,PT15M
22,58,2025-07-12T18:00:00+00:00,PT15M
22,30,2025-07-12T18:15:00+00:00,PT15M
22,20,2025-07-12T18:30:00+00:00,PT15M
21,7,2025-07-12T18:45:00+00:00,PT15M
21,0,2025-07-12T19:00:00+00:00,PT15M
20,0,2025-07-12T19:15:00+00:00,PT15M
20,0,2025-07-12T19:30:00+00:00,PT15M
20,0,2025-07-12T19:45:00+00:00,PT15M
20,0,2025-07-12T20:00:00+00:00,PT15M
20,0,2025-07-12T20:15:00+00:00,PT15M
19,0,2025-07-12T20:30:00+00:00,PT15M
19,0,2025-07-12T20:45:00+00:00,PT15M
19,0,2025-07-12T21:00:00+00:00,PT15M
19,0,2025-07-12T21:15:00+00:00,PT15M
19,0,2025-07-12T21:30:00+00:00,PT15M
19,0,2025-07-12T21:45:00+00:00,PT15M
19,0,2025-07-12T22:00:00+00:00,PT15M
19,0,2025-07-12T22:15:00+00:00,PT15M
19,0,2025-07-12T22:30:00+00:00,PT15M
19,0,2025-07-12T22:45:00+00:00,PT15M
19,0,2025-07-12T23:00:00+00:00,PT15M
19,0,2025-07-12T23:15:00+00:00,PT15M
19,0,2025-07-12T23:30:00+00:00,PT15M
19,0,2025-07-12T23:45:00+00:00,PT15M
19,0,2025-07-13T00:00:00+00:00,PT15M
