Time,PvYield,InverterYield,GridFeedIn,PurchasedFromNet
03/25/2024 17:00:00,71.72,71.72,0,535.3
03/25/2024 18:00:00,0.53,0.53,0,585.73
03/25/2024 19:00:00,0,0,0,709.63
03/25/2024 20:00:00,0,0,0,736.25
03/25/2024 21:00:00,0,0,0,663.81
03/25/2024 22:00:00,0,0,0,412.42
03/25/2024 23:00:00,0,0,0,411.13
03/26/2024 00:00:00,0,0,0,408.58
03/26/2024 01:00:00,0,0,0,404.99
03/26/2024 02:00:00,0,0,0,410.37
03/26/2024 03:00:00,0,0,0,417.28
03/26/2024 04:00:00,0,0,0,418.82
03/26/2024 05:00:00,0.1,0.1,0,397.31
03/26/2024 06:00:00,31.41,31.41,0,705.02
03/26/2024 07:00:00,180.7,180.7,0,888.32
03/26/2024 08:00:00,190.8,190.8,0,937.99
03/26/2024 09:00:00,365.16,365.16,0,783.87
03/26/2024 10:00:00,248.83,248.83,0,621.05
03/26/2024 11:00:00,343.94,343.94,0,590.08
03/26/2024 12:00:00,297.1,297.1,0,687.36
03/26/2024 13:00:00,98.46,98.46,0,626.69
03/26/2024 14:00:00,98.79,98.79,0,745.99
03/26/2024 15:00:00,63.75,63.75,0,696.06
03/26/2024 16:00:00,41.27,41.27,0,544.26
03/26/2024 17:00:00,14.3,14.3,0,622.33
03/26/2024 18:00:00,0,0,0,498.43
03/26/2024 19:00:00,0,0,0,464.39
03/26/2024 20:00:00,0,0,0,456.19
03/26/2024 21:00:00,0,0,0,456.96
03/26/2024 22:00:00,0,0,0,458.24
03/26/2024 23:00:00,0,0,0,458.24
03/27/2024 00:00:00,0,0,0,455.17
03/27/2024 01:00:00,0,0,0,446.46
03/27/2024 02:00:00,0,0,0,435.97
03/27/2024 03:00:00,0,0,0,414.98
03/27/2024 04:00:00,0,0,0,409.34
03/27/2024 05:00:00,0,0,0,412.67
03/27/2024 06:00:00,4.12,4.12,0,422.15
03/27/2024 07:00:00,20.78,20.78,0,750.33
03/27/2024 08:00:00,33.79,33.79,0,739.07
03/27/2024 09:00:00,103.5,103.5,0,610.31
03/27/2024 10:00:00,72.79,72.79,0,588.8
03/27/2024 11:00:00,220.99,220.99,0,602.88
03/27/2024 12:00:00,239.23,239.23,0,549.37
03/27/2024 13:00:00,98.38,98.38,0,623.88
03/27/2024 14:00:00,66.8,66.8,0,834.81
03/27/2024 15:00:00,26.33,26.33,0,592.9
03/27/2024 16:00:00,12.29,12.29,0,686.33
03/27/2024 17:00:00,6.04,6.04,0,690.18
03/27/2024 18:00:00,0.03,0.03,0,715.26
03/27/2024 19:00:00,0,0,0,470.02
03/27/2024 20:00:00,0,0,0,441.6
03/27/2024 21:00:00,0,0,0,433.66
03/27/2024 22:00:00,0,0,0,427.01
03/27/2024 23:00:00,0,0,0,411.91
03/28/2024 00:00:00,0,0,0,409.85
03/28/2024 01:00:00,0,0,0,401.15
03/28/2024 02:00:00,0,0,0,355.08
03/28/2024 03:00:00,0,0,0,354.3
03/28/2024 04:00:00,0,0,0,353.28
03/28/2024 05:00:00,0.01,0.01,0,357.63
03/28/2024 06:00:00,18.57,18.57,0,449.54
03/28/2024 07:00:00,73.62,73.62,0,776.45
03/28/2024 08:00:00,101.51,101.51,0,761.85
03/28/2024 09:00:00,54.57,54.57,0,736
03/28/2024 10:00:00,98.53,98.53,0,830.98
03/28/2024 11:00:00,70.1,70.1,0,676.35
03/28/2024 12:00:00,63.8,63.8,0,665.34
03/28/2024 13:00:00,71.01,71.01,0,529.41
03/28/2024 14:00:00,60.12,60.12,0,694.02
03/28/2024 15:00:00,38.82,38.82,0,581.63
03/28/2024 16:00:00,32.55,32.55,0,590.85
03/28/2024 17:00:00,42.82,42.82,0,651.52
03/28/2024 18:00:00,2.22,2.22,0,701.69
03/28/2024 19:00:00,0,0,0,498.44
03/28/2024 20:00:00,0,0,0,428.28
03/28/2024 21:00:00,0,0,0,430.08
03/28/2024 22:00:00,0,0,0,428.55
03/28/2024 23:00:00,0,0,0,429.31
03/29/2024 00:00:00,0,0,0,428.8
03/29/2024 01:00:00,0,0,0,409.86
03/29/2024 02:00:00,0,0,0,359.68
03/29/2024 03:00:00,0,0,0,358.14
03/29/2024 04:00:00,0,0,0,358.4
03/29/2024 05:00:00,0.1,0.1,0,369.41
03/29/2024 06:00:00,14,14,0,504.57
03/29/2024 07:00:00,40.74,40.74,0,967.17
03/29/2024 08:00:00,62.03,62.03,0,960.77
03/29/2024 09:00:00,132.49,132.49,0,884.99
03/29/2024 10:00:00,186.17,186.17,0,838.91
03/29/2024 11:00:00,331.19,331.19,10.63,445.96
03/29/2024 12:00:00,517.58,517.58,5.31,217.85
03/29/2024 13:00:00,424.27,424.27,13.57,86.02
03/29/2024 14:00:00,485.96,485.96,20.35,145.41
03/29/2024 15:00:00,238.98,238.98,0,424.7
03/29/2024 16:00:00,147.63,147.63,0,660.22
03/29/2024 17:00:00,48.67,48.67,0,720.13
03/29/2024 18:00:00,3.11,3.11,0,605.44
03/29/2024 19:00:00,0,0,0,513.28
03/29/2024 20:00:00,0,0,0,465.15
03/29/2024 21:00:00,0,0,0,462.6
03/29/2024 22:00:00,0,0,0,450.56
03/29/2024 23:00:00,0,0,0,431.87
03/30/2024 00:00:00,0,0,0,428.8
03/30/2024 01:00:00,0,0,0,428.54
03/30/2024 02:00:00,0,0,0,436.74
03/30/2024 03:00:00,0,0,0,437.25
03/30/2024 04:00:00,0,0,0,429.31
03/30/2024 05:00:00,0.92,0.92,0,371.45
03/30/2024 06:00:00,52.53,52.53,0,524.55
03/30/2024 07:00:00,185.93,185.93,0,526.85
03/30/2024 08:00:00,338.69,338.69,0.25,262.14
03/30/2024 09:00:00,469.13,469.13,20.04,71.42
03/30/2024 10:00:00,584.49,584.49,140.41,1.03
03/30/2024 11:00:00,647.47,647.47,161.73,6.4
03/30/2024 12:00:00,622.69,622.69,137.54,22.01
03/30/2024 13:00:00,572.18,572.18,167.04,1.8
03/30/2024 14:00:00,301.56,301.56,14.72,76.8
03/30/2024 15:00:00,131.44,131.44,0,206.59
03/30/2024 16:00:00,66.87,66.87,0,261.89
03/30/2024 17:00:00,57.07,57.07,0,266.75
03/30/2024 18:00:00,5.19,5.19,0,318.97
03/30/2024 19:00:00,0,0,0,326.15
03/30/2024 20:00:00,0,0,0,328.7
03/30/2024 21:00:00,0,0,0,328.71
03/30/2024 22:00:00,0,0,0,341.24
03/30/2024 23:00:00,0,0,0,358.66
03/31/2024 00:00:00,0,0,0,344.32
03/31/2024 01:00:00,0,0,0,345.09
03/31/2024 02:00:00,,,,
03/31/2024 03:00:00,0,0,0,344.57
03/31/2024 04:00:00,0,0,0,344.32
03/31/2024 05:00:00,0,0,0,345.35
03/31/2024 06:00:00,0.93,0.93,0,343.55
03/31/2024 07:00:00,22.06,22.06,0,320.51
03/31/2024 08:00:00,91.67,91.67,0,254.21
03/31/2024 09:00:00,97.52,97.52,0,249.6
03/31/2024 10:00:00,41.45,41.45,1.66,304.13
03/31/2024 11:00:00,0,0,0,339.2
03/31/2024 12:00:00,0,0,0,340.99
03/31/2024 13:00:00,0,0,0,340.74
03/31/2024 14:00:00,0,0,0,340.22
03/31/2024 15:00:00,0,0,0,340.22
03/31/2024 16:00:00,0,0,0,340.74
03/31/2024 17:00:00,0,0,0,342.78
03/31/2024 18:00:00,0,0,0,342.79
03/31/2024 19:00:00,0,0,0,347.13
03/31/2024 20:00:00,0,0,0,346.88
03/31/2024 21:00:00,0,0,0,347.14
03/31/2024 22:00:00,0,0,0,347.39
03/31/2024 23:00:00,0,0,0,346.63
04/01/2024 00:00:00,0,0,0,347.64
04/01/2024 01:00:00,0,0,0,347.14
04/01/2024 02:00:00,0,0,0,347.65
04/01/2024 03:00:00,0,0,0,347.39
04/01/2024 04:00:00,0,0,0,347.65
04/01/2024 05:00:00,0,0,0,348.93
04/01/2024 06:00:00,0,0,0,346.36
04/01/2024 07:00:00,0,0,0,346.63
04/01/2024 08:00:00,0,0,0,343.55
04/01/2024 09:00:00,0,0,0,344.32
04/01/2024 10:00:00,0,0,0,342.78
04/01/2024 11:00:00,0,0,0,340.74
04/01/2024 12:00:00,0,0,0,340.48
04/01/2024 13:00:00,0,0,0,338.69
04/01/2024 14:00:00,0,0,0,341.76
04/01/2024 15:00:00,0,0,0,336.89
04/01/2024 16:00:00,0,0,0,339.97
04/01/2024 17:00:00,0,0,0,337.92
04/01/2024 18:00:00,0,0,0,338.69
04/01/2024 19:00:00,0,0,0,340.22
04/01/2024 20:00:00,0,0,0,342.02
04/01/2024 21:00:00,0,0,0,341.25
04/01/2024 22:00:00,0,0,0,343.81
04/01/2024 23:00:00,0,0,0,340.22
04/02/2024 00:00:00,0,0,0,342.27
04/02/2024 01:00:00,0,0,0,340.99
04/02/2024 02:00:00,0,0,0,343.04
04/02/2024 03:00:00,0,0,0,342.79
04/02/2024 04:00:00,0,0,0,341.25
04/02/2024 05:00:00,0,0,0,342.78
04/02/2024 06:00:00,0,0,0,564.74
04/02/2024 07:00:00,0,0,0,678.14
04/02/2024 08:00:00,0,0,0,566.78
04/02/2024 09:00:00,0,0,0,604.16
04/02/2024 10:00:00,300.14,300.14,35.2,294.66
04/02/2024 11:00:00,592.24,592.24,3.01,212.74
04/02/2024 12:00:00,616.81,616.81,55.93,180.73
04/02/2024 13:00:00,562.94,562.94,90.63,183.81
04/02/2024 14:00:00,665.04,665.04,72.32,84.48
04/02/2024 15:00:00,530.65,530.65,0.19,254.21
04/02/2024 16:00:00,513.73,513.73,0,294.91
04/02/2024 17:00:00,264.75,264.75,0,513.79
04/02/2024 18:00:00,65.94,65.94,0,745.99
04/02/2024 19:00:00,6.07,6.07,0,687.36
04/02/2024 20:00:00,0,0,0,763.13
04/02/2024 21:00:00,0,0,0,714.5
04/02/2024 22:00:00,0,0,0,460.03
04/02/2024 23:00:00,0,0,0,458.75
04/03/2024 00:00:00,0,0,0,459.78
04/03/2024 01:00:00,0,0,0,458.75
04/03/2024 02:00:00,0,0,0,459.78
04/03/2024 03:00:00,0,0,0,459
04/03/2024 04:00:00,0,0,0,456.71
04/03/2024 05:00:00,0,0,0,456.45
04/03/2024 06:00:00,2.06,2.06,0,605.18
04/03/2024 07:00:00,58.9,58.9,0,943.62
04/03/2024 08:00:00,163.45,163.45,0,963.07
04/03/2024 09:00:00,293.16,293.16,0,645.12
04/03/2024 10:00:00,164.86,164.86,0,663.55
04/03/2024 11:00:00,139.2,139.2,0,754.94
04/03/2024 12:00:00,181.68,181.68,0,761.09
04/03/2024 13:00:00,233.8,233.8,0,816.13
04/03/2024 14:00:00,430.24,430.24,0,506.88
04/03/2024 15:00:00,379.76,379.76,5.89,439.55
04/03/2024 16:00:00,138.52,138.52,0,676.35
04/03/2024 17:00:00,30.09,30.09,0,716.8
04/03/2024 18:00:00,37.57,37.57,0,702.72
04/03/2024 19:00:00,1.41,1.41,0,849.16
04/03/2024 20:00:00,0,0,0,813.05
04/03/2024 21:00:00,0,0,0,790.79
04/03/2024 22:00:00,0,0,0,519.16
04/03/2024 23:00:00,0,0,0,518.92
04/04/2024 00:00:00,0,0,0,505.6
04/04/2024 01:00:00,0,0,0,500.48
04/04/2024 02:00:00,0,0,0,464.89
04/04/2024 03:00:00,0,0,0,450.56
04/04/2024 04:00:00,0,0,0,484.1
04/04/2024 05:00:00,0,0,0,470.53
04/04/2024 06:00:00,2.61,2.61,0,635.64
04/04/2024 07:00:00,54.15,54.15,0,1057.03
04/04/2024 08:00:00,148.93,148.93,0,879.36
04/04/2024 09:00:00,303.47,303.47,0,348.16
04/04/2024 10:00:00,523.3,523.3,0.06,288.51
04/04/2024 11:00:00,560.06,560.06,21.51,255.74
04/04/2024 12:00:00,568.39,568.39,108.09,118.53
04/04/2024 13:00:00,570.52,570.52,137.92,100.35
04/04/2024 14:00:00,649.1,649.1,36.1,143.36
04/04/2024 15:00:00,379.57,379.57,0,399.36
04/04/2024 16:00:00,329.7,329.7,0,461.32
04/04/2024 17:00:00,260.06,260.06,0,382.46
04/04/2024 18:00:00,94.04,94.04,0,667.39
04/04/2024 19:00:00,6.06,6.06,0,695.55
04/04/2024 20:00:00,0,0,0,792.07
04/04/2024 21:00:00,0,0,0,729.6
04/04/2024 22:00:00,0,0,0,488.19
04/04/2024 23:00:00,0,0,0,491.01
04/05/2024 00:00:00,0,0,0,485.89
04/05/2024 01:00:00,0,0,0,499.71
04/05/2024 02:00:00,0,0,0,493.05
04/05/2024 03:00:00,0,0,0,474.12
04/05/2024 04:00:00,0,0,0,471.04
04/05/2024 05:00:00,0,0,0,463.1
04/05/2024 06:00:00,5.9,5.9,0,654.08
04/05/2024 07:00:00,76.09,76.09,0,1096.96
04/05/2024 08:00:00,222.32,222.32,0,892.93
04/05/2024 09:00:00,295.01,295.01,0,418.3
04/05/2024 10:00:00,480.04,480.04,0.38,399.62
04/05/2024 11:00:00,595.33,595.33,0,348.93
04/05/2024 12:00:00,639.94,639.94,10.37,198.65
04/05/2024 13:00:00,578.3,578.3,9.41,198.66
04/05/2024 14:00:00,583.73,583.73,12.41,255.49
04/05/2024 15:00:00,443.05,443.05,0,510.2
04/05/2024 16:00:00,330.11,330.11,0,416.77
04/05/2024 17:00:00,190.67,190.67,0,512.26
04/05/2024 18:00:00,102.62,102.62,0,607.23
04/05/2024 19:00:00,11.36,11.36,0,540.93
04/05/2024 20:00:00,0,0,0,666.88
04/05/2024 21:00:00,0,0,0,685.57
04/05/2024 22:00:00,0,0,0,462.08
04/05/2024 23:00:00,0,0,0,460.03
04/06/2024 00:00:00,0,0,0,460.54
04/06/2024 01:00:00,0,0,0,459.01
04/06/2024 02:00:00,0,0,0,440.32
04/06/2024 03:00:00,0,0,0,439.55
04/06/2024 04:00:00,0,0,0,441.35
04/06/2024 05:00:00,0,0,0,440.32
04/06/2024 06:00:00,3.5,3.5,0,622.08
04/06/2024 07:00:00,85.73,85.73,0,745.98
04/06/2024 08:00:00,237.49,237.49,0,391.42
04/06/2024 09:00:00,397.49,397.49,0,135.94
04/06/2024 10:00:00,537.98,537.98,0,134.91
04/06/2024 11:00:00,638.29,638.29,53.44,59.39
04/06/2024 12:00:00,701.44,701.44,12.87,110.85
04/06/2024 13:00:00,701.88,701.88,76.8,30.72
04/06/2024 14:00:00,657.47,657.47,184,1.28
04/06/2024 15:00:00,556.05,556.05,90.81,0
04/06/2024 16:00:00,403.7,403.7,9.92,60.16
04/06/2024 17:00:00,239.81,239.81,0,202.24
04/06/2024 18:00:00,110.12,110.12,0,317.95
04/06/2024 19:00:00,20.18,20.18,0,387.33
04/06/2024 20:00:00,0,0,0,409.6
04/06/2024 21:00:00,0,0,0,404.48
04/06/2024 22:00:00,0,0,0,404.74
04/06/2024 23:00:00,0,0,0,406.53
04/07/2024 00:00:00,0,0,0,404.73
04/07/2024 01:00:00,0,0,0,342.53
04/07/2024 02:00:00,0,0,0,342.02
04/07/2024 03:00:00,0,0,0,342.27
04/07/2024 04:00:00,0,0,0,340.99
04/07/2024 05:00:00,0,0,0,342.02
04/07/2024 06:00:00,5.39,5.39,0,333.05
04/07/2024 07:00:00,62.41,62.41,0,269.83
04/07/2024 08:00:00,219.74,219.74,0.71,118.78
04/07/2024 09:00:00,395.51,395.51,48.7,4.35
04/07/2024 10:00:00,538.3,538.3,177.22,0
04/07/2024 11:00:00,632.65,632.65,265.41,0
04/07/2024 12:00:00,697.48,697.48,325.31,0
04/07/2024 13:00:00,683.22,683.22,318.65,0.26
04/07/2024 14:00:00,601.86,601.86,242.76,0
04/07/2024 15:00:00,547.71,547.71,188.99,0
04/07/2024 16:00:00,436.46,436.46,85.63,0
04/07/2024 17:00:00,281.97,281.97,1.22,60.16
04/07/2024 18:00:00,99.36,99.36,0,235.01
04/07/2024 19:00:00,9.07,9.07,0,318.46
04/07/2024 20:00:00,0,0,0,334.08
04/07/2024 21:00:00,0,0,0,333.06
04/07/2024 22:00:00,0,0,0,331.52
04/07/2024 23:00:00,0,0,0,331.77
04/08/2024 00:00:00,0,0,0,331.52
04/08/2024 01:00:00,0,0,0,331.27
04/08/2024 02:00:00,0,0,0,331.26
04/08/2024 03:00:00,0,0,0,330.75
04/08/2024 04:00:00,0,0,0,331.27
04/08/2024 05:00:00,0,0,0,313.6
04/08/2024 06:00:00,4.11,4.11,0,513.28
04/08/2024 07:00:00,57.29,57.29,0,837.37
04/08/2024 08:00:00,164.09,164.09,0,860.67
04/08/2024 09:00:00,307.87,307.87,0,646.92
04/08/2024 10:00:00,563.9,563.9,0,460.8
04/08/2024 11:00:00,660.11,660.11,1.66,225.28
04/08/2024 12:00:00,716.04,716.04,22.14,273.15
04/08/2024 13:00:00,623.11,623.11,8.64,179.71
04/08/2024 14:00:00,547.08,547.08,1.35,202.5
04/08/2024 15:00:00,472.95,472.95,2.56,187.13
04/08/2024 16:00:00,455.08,455.08,13.69,247.81
04/08/2024 17:00:00,239.22,239.22,0,396.8
04/08/2024 18:00:00,109.11,109.11,0,605.18
04/08/2024 19:00:00,19,19,0,758.02
04/08/2024 20:00:00,0,0,0,786.18
04/08/2024 21:00:00,0,0,0,692.48
04/08/2024 22:00:00,0,0,0,436.22
04/08/2024 23:00:00,0,0,0,435.71
04/09/2024 00:00:00,0,0,0,430.85
04/09/2024 01:00:00,0,0,0,418.05
04/09/2024 02:00:00,0,0,0,414.97
04/09/2024 03:00:00,0,0,0,413.96
04/09/2024 04:00:00,0,0,0,412.41
04/09/2024 05:00:00,0,0,0,413.44
04/09/2024 06:00:00,4.8,4.8,0,714.24
04/09/2024 07:00:00,76.7,76.7,0,865.03
04/09/2024 08:00:00,162.02,162.02,0,741.12
04/09/2024 09:00:00,323.39,323.39,0,677.63
04/09/2024 10:00:00,515.71,515.71,2.76,339.45
04/09/2024 11:00:00,654.75,654.75,20.16,207.88
04/09/2024 12:00:00,718.26,718.26,22.59,250.11
04/09/2024 13:00:00,693.97,693.97,1.41,288.51
04/09/2024 14:00:00,676.74,676.74,0.32,325.38
04/09/2024 15:00:00,443.37,443.37,6.91,355.32
04/09/2024 16:00:00,282.86,282.86,0,417.03
04/09/2024 17:00:00,284.88,284.88,0,465.15
04/09/2024 18:00:00,146.32,146.32,0,662.53
04/09/2024 19:00:00,18.59,18.59,0,732.16
04/09/2024 20:00:00,0,0,0,809.47
04/09/2024 21:00:00,0,0,0,723.2
04/09/2024 22:00:00,0,0,0,465.41
04/09/2024 23:00:00,0,0,0,457.73
04/10/2024 00:00:00,0,0,0,451.84
04/10/2024 01:00:00,0,0,0,447.74
04/10/2024 02:00:00,0,0,0,445.7
04/10/2024 03:00:00,0,0,0,444.92
04/10/2024 04:00:00,0,0,0,434.18
04/10/2024 05:00:00,0,0,0,432.13
04/10/2024 06:00:00,2.62,2.62,0,440.06
04/10/2024 07:00:00,17.79,17.79,0,748.8
04/10/2024 08:00:00,52.26,52.26,0,760.32
04/10/2024 09:00:00,232.61,232.61,0,560.64
04/10/2024 10:00:00,299.89,299.89,0,368.9
04/10/2024 11:00:00,472.26,472.26,20.09,237.82
04/10/2024 12:00:00,144.94,144.94,0,524.55
04/10/2024 13:00:00,156.63,156.63,0,556.28
04/10/2024 14:00:00,272.29,272.29,1.28,528.13
04/10/2024 15:00:00,302.06,302.06,0,179.46
04/10/2024 16:00:00,204.67,204.67,0,363.26
04/10/2024 17:00:00,134.28,134.28,0,459.27
04/10/2024 18:00:00,44.49,44.49,0,555.52
04/10/2024 19:00:00,7.06,7.06,0,517.63
04/10/2024 20:00:00,0,0,0,685.57
04/10/2024 21:00:00,0,0,0,528.38
04/10/2024 22:00:00,0,0,0,410.11
04/10/2024 23:00:00,0,0,0,411.14
04/11/2024 00:00:00,0,0,0,411.39
04/11/2024 01:00:00,0,0,0,412.93
04/11/2024 02:00:00,0,0,0,409.34
04/11/2024 03:00:00,0,0,0,412.42
04/11/2024 04:00:00,0,0,0,410.88
04/11/2024 05:00:00,0,0,0,410.11
04/11/2024 06:00:00,7.13,7.13,0,612.61
04/11/2024 07:00:00,87.06,87.06,0,823.29
04/11/2024 08:00:00,262.8,262.8,0,729.6
04/11/2024 09:00:00,419.9,419.9,0,631.56
04/11/2024 10:00:00,570.34,570.34,1.99,272.89
04/11/2024 11:00:00,709.65,709.65,14.27,218.88
04/11/2024 12:00:00,716.22,716.22,42.37,225.28
04/11/2024 13:00:00,822.03,822.03,37.5,112.64
04/11/2024 14:00:00,743.65,743.65,18.56,132.35
04/11/2024 15:00:00,587.24,587.24,37.51,63.49
04/11/2024 16:00:00,350.14,350.14,0.83,356.35
04/11/2024 17:00:00,338.68,338.68,0,456.2
04/11/2024 18:00:00,171.66,171.66,0,545.79
04/11/2024 19:00:00,30.46,30.46,0,553.73
04/11/2024 20:00:00,0,0,0,763.9
04/11/2024 21:00:00,0,0,0,675.58
04/11/2024 22:00:00,0,0,0,479.49
04/11/2024 23:00:00,0,0,0,473.09
04/12/2024 00:00:00,0,0,0,458.5
04/12/2024 01:00:00,0,0,0,446.97
04/12/2024 02:00:00,0,0,0,438.53
04/12/2024 03:00:00,0,0,0,444.93
04/12/2024 04:00:00,0,0,0,444.16
04/12/2024 05:00:00,0,0,0,440.83
04/12/2024 06:00:00,12.32,12.32,0,688.64
04/12/2024 07:00:00,126.74,126.74,0,855.81
04/12/2024 08:00:00,281.25,281.25,0,427.52
04/12/2024 09:00:00,449.67,449.67,0,537.34
04/12/2024 10:00:00,605.65,605.65,0,316.67
04/12/2024 11:00:00,714.63,714.63,0,231.17
04/12/2024 12:00:00,773.96,773.96,0,260.1
04/12/2024 13:00:00,790.42,790.42,163.13,17.92
04/12/2024 14:00:00,742.61,742.61,35.72,116.48
04/12/2024 15:00:00,639.52,639.52,31.23,146.69
04/12/2024 16:00:00,493.36,493.36,2.94,197.37
04/12/2024 17:00:00,314.44,314.44,0,434.43
04/12/2024 18:00:00,144.97,144.97,0,654.6
04/12/2024 19:00:00,26.2,26.2,0,741.37
04/12/2024 20:00:00,0,0,0,573.19
04/12/2024 21:00:00,0,0,0,709.63
04/12/2024 22:00:00,0,0,0,455.42
04/12/2024 23:00:00,0,0,0,455.94
04/13/2024 00:00:00,0,0,0,453.37
04/13/2024 01:00:00,0,0,0,451.84
04/13/2024 02:00:00,0,0,0,441.6
04/13/2024 03:00:00,0,0,0,438.28
04/13/2024 04:00:00,0,0,0,436.99
04/13/2024 05:00:00,0,0,0,432.64
04/13/2024 06:00:00,16.44,16.44,0,598.53
04/13/2024 07:00:00,142.61,142.61,0,510.97
04/13/2024 08:00:00,234.83,234.83,0,428.8
04/13/2024 09:00:00,440.36,440.36,0,363.78
04/13/2024 10:00:00,582.73,582.73,0,257.53
04/13/2024 11:00:00,717.21,717.21,0,155.91
04/13/2024 12:00:00,770.61,770.61,10.18,60.41
04/13/2024 13:00:00,767.49,767.49,150.14,9.73
04/13/2024 14:00:00,739.32,739.32,248.45,0
04/13/2024 15:00:00,648,648,166.34,0
04/13/2024 16:00:00,511.82,511.82,41.72,7.68
04/13/2024 17:00:00,331.88,331.88,0,135.43
04/13/2024 18:00:00,155.87,155.87,0,299.52
04/13/2024 19:00:00,21.66,21.66,0,426.24
04/13/2024 20:00:00,0.01,0.01,0,445.18
04/13/2024 21:00:00,0,0,0,444.16
04/13/2024 22:00:00,0,0,0,435.71
04/13/2024 23:00:00,0,0,0,429.83
04/14/2024 00:00:00,0,0,0,423.68
04/14/2024 01:00:00,0,0,0,423.68
04/14/2024 02:00:00,0,0,0,405.5
04/14/2024 03:00:00,0,0,0,405.5
04/14/2024 04:00:00,0,0,0,406.53
04/14/2024 05:00:00,0,0,0,407.04
04/14/2024 06:00:00,9.34,9.34,0,392.19
04/14/2024 07:00:00,118.72,118.72,0,288
04/14/2024 08:00:00,291.43,291.43,0,125.7
04/14/2024 09:00:00,460.42,460.42,82.37,7.17
04/14/2024 10:00:00,593.21,593.21,220.35,0
04/14/2024 11:00:00,716.39,716.39,338.24,0
04/14/2024 12:00:00,784.26,784.26,400.77,0
04/14/2024 13:00:00,795.21,795.21,411.14,0
04/14/2024 14:00:00,752.57,752.57,370.37,0
04/14/2024 15:00:00,649.23,649.23,280,0
04/14/2024 16:00:00,506.62,506.62,147.58,0
04/14/2024 17:00:00,328.47,328.47,11.97,31.74
04/14/2024 18:00:00,156.41,156.41,0,181.76
04/14/2024 19:00:00,26.53,26.53,0,302.85
04/14/2024 20:00:00,0,0,0,329.98
04/14/2024 21:00:00,0,0,0,333.83
04/14/2024 22:00:00,0,0,0,331.01
04/14/2024 23:00:00,0,0,0,332.28
04/15/2024 00:00:00,0,0,0,331.52
04/15/2024 01:00:00,0,0,0,331.01
04/15/2024 02:00:00,0,0,0,331.01
04/15/2024 03:00:00,0,0,0,333.31
04/15/2024 04:00:00,0,0,0,336.9
04/15/2024 05:00:00,0,0,0,332.8
04/15/2024 06:00:00,15.42,15.42,0,444.67
04/15/2024 07:00:00,154.7,154.7,0,779.78
04/15/2024 08:00:00,341.27,341.27,0,739.32
04/15/2024 09:00:00,461.31,461.31,0,582.15
04/15/2024 10:00:00,632.14,632.14,6.85,387.84
04/15/2024 11:00:00,701.86,701.86,1.79,232.7
04/15/2024 12:00:00,744.7,744.7,0.32,226.82
04/15/2024 13:00:00,722.45,722.45,1.85,240.89
04/15/2024 14:00:00,571.44,571.44,21,371.72
04/15/2024 15:00:00,411.39,411.39,13.12,164.35
04/15/2024 16:00:00,272.17,272.17,1.53,363.26
04/15/2024 17:00:00,174.92,174.92,0,605.7
04/15/2024 18:00:00,100.15,100.15,0,625.15
04/15/2024 19:00:00,18.75,18.75,0,711.68
04/15/2024 20:00:00,0.02,0.02,0,752.38
04/15/2024 21:00:00,0,0,0,743.68
04/15/2024 22:00:00,0,0,0,494.34
04/15/2024 23:00:00,0,0,0,495.36
04/16/2024 00:00:00,0,0,0,491.78
04/16/2024 01:00:00,0,0,0,468.22
04/16/2024 02:00:00,0,0,0,460.54
04/16/2024 03:00:00,0,0,0,457.73
04/16/2024 04:00:00,0,0,0,454.66
04/16/2024 05:00:00,0,0,0,463.87
04/16/2024 06:00:00,6.81,6.81,0,744.19
04/16/2024 07:00:00,69.34,69.34,0,1052.42
04/16/2024 08:00:00,179.09,179.09,0,1011.45
04/16/2024 09:00:00,114.59,114.59,0,960
04/16/2024 10:00:00,148.83,148.83,0,878.6
04/16/2024 11:00:00,139.09,139.09,0,720.38
04/16/2024 12:00:00,201.99,201.99,0,772.1
04/16/2024 13:00:00,523.01,523.01,23.75,497.4
04/16/2024 14:00:00,200.42,200.42,0,868.36
04/16/2024 15:00:00,43.15,43.15,0,717.56
04/16/2024 16:00:00,10.48,10.48,0,558.08
04/16/2024 17:00:00,4.78,4.78,0,543.75
04/16/2024 18:00:00,3.06,3.06,0,528.13
04/16/2024 19:00:00,20.41,20.41,0,516.09
04/16/2024 20:00:00,0.04,0.04,0,658.43
04/16/2024 21:00:00,0,0,0,719.11
04/16/2024 22:00:00,0,0,0,525.05
04/16/2024 23:00:00,0,0,0,525.06
04/17/2024 00:00:00,0,0,0,482.3
04/17/2024 01:00:00,0,0,0,461.83
04/17/2024 02:00:00,0,0,0,449.53
04/17/2024 03:00:00,0,0,0,444.68
04/17/2024 04:00:00,0,0,0,430.33
04/17/2024 05:00:00,0,0,0,425.22
04/17/2024 06:00:00,23.51,23.51,0,692.22
04/17/2024 07:00:00,169.2,169.2,0,992.26
04/17/2024 08:00:00,348.68,348.68,0,720.13
04/17/2024 09:00:00,543.29,543.29,0,457.98
04/17/2024 10:00:00,698.52,698.52,34.88,147.2
04/17/2024 11:00:00,489.49,489.49,9.02,229.63
04/17/2024 12:00:00,593.89,593.89,22.46,162.31
04/17/2024 13:00:00,425.02,425.02,0,289.53
04/17/2024 14:00:00,592.31,592.31,5.51,174.59
